,x,y,time,index
0,-0.19995293691614302,1.0000901714184296,2457197.4325510915,569
1,-0.19964511716674105,1.000802819384739,2457181.6388814575,412
2,-0.19933729521272392,0.9996452009832045,2457165.8452118253,255
3,-0.19913190733321118,1.0000814540641105,2457150.051439759,98
4,-0.1974941761281186,0.9998160251251753,2457203.357751398,628
5,-0.19721192320610603,1.000023323614811,2457187.5640561967,471
6,-0.19689223219343566,1.0010646229043192,2457171.7703984333,314
7,-0.19663646721321681,1.0000963562793377,2457155.9766767444,157
8,-0.1965464179374976,1.0007869832558625,2457140.182789339,0
9,-0.1950167725031453,1.000388138671625,2457209.2829703465,687
10,-0.19477349552546785,0.9995704951960686,2457193.4892361695,530
11,-0.19445624200225398,1.0000731182278373,2457177.695575969,373
12,-0.194164222031191,1.0006155663396485,2457161.901890535,216
13,-0.19400036590709258,0.999968297967452,2457146.1080769366,59
14,-0.19232455629069234,0.9999642085077739,2457199.414426654,589
15,-0.19202379899320432,0.9993543219679453,2457183.6207499574,432
16,-0.19171030342206263,1.0002476619929754,2457167.827085999,275
17,-0.19148646848706852,1.0001120324069823,2457152.0333323795,118
18,-0.18986001248424467,0.999635043406056,2457205.339632743,648
19,-0.18958933913235976,1.0002257666228003,2457189.5459259623,491
20,-0.1892689810598953,0.9999545635328405,2457173.752268866,334
21,-0.18899957872321815,1.0001877747461156,2457157.9585608146,177
22,-0.18888317092315976,0.9997737340166998,2457142.164699768,20
23,-0.18737538083566596,0.9995496169752855,2457211.26485892,707
24,-0.18714799833291584,1.000190001751805,2457195.4711088487,550
25,-0.18683481241925426,1.0000151196990354,2457179.6774445805,393
26,-0.1865339980855345,0.9993722425377006,2457163.8837679406,236
27,-0.18634853492118308,1.0004160664314077,2457148.0899759494,79
28,-0.184694347595443,1.0001593403910511,2457201.3963040444,609
29,-0.18440228806499848,1.0000023536803717,2457185.60261865,452
30,-0.1840849320089899,0.9999351960461552,2457169.808958552,295
31,-0.18384425270825,0.9997671451927197,2457154.015221777,138
32,-0.18222375403396596,0.9999727442103699,2457207.321516183,668
33,-0.18196607305400248,0.9996767101057057,2457191.52779641,511
34,-0.18164654110831746,1.0001113572208047,2457175.734138488,354
35,-0.1813648198186999,0.9999016507102917,2457159.9404427554,197
36,-0.1812239936647817,0.9997948905169592,2457144.1466061273,40
37,-0.1797313036995427,0.9996404980578621,2457213.246750179,726
38,-0.17952124449517237,1.0002473796413605,2457197.4529827842,570
39,-0.17921358860033587,0.9998463326367647,2457181.659312986,413
40,-0.17890549976419345,1.0001779634420043,2457165.8656436205,256
41,-0.1787000125824112,1.000063580964323,2457150.0718716537,99
42,-0.17706242759496282,0.999831908607575,2457203.3781831465,629
43,-0.1767802856458558,0.9998815963283159,2457187.584487834,472
44,-0.17646057749102928,0.9996205722710124,2457171.7908300883,315
45,-0.17620476256863737,1.0011113491895707,2457155.9971084488,158
46,-0.1761143336625537,1.0005676094686424,2457140.2032214236,1
47,-0.17458495132682872,1.0007366606018615,2457209.3034021677,688
48,-0.1743417309051698,0.9997048457523118,2457193.5096679344,531
49,-0.1740247091939655,0.9995709292920726,2457177.716007502,374
50,-0.1737325893385564,0.9996849461980031,2457161.9223221675,217
51,-0.1735684013070995,0.9991576947868342,2457146.128508901,60
52,-0.17189274699601453,0.9998050851190965,2457199.4348584632,590
53,-0.17159216949471512,1.0008393191615945,2457183.641181587,433
54,-0.17127862380677739,0.9998554343922836,2457167.8475176785,276
55,-0.171054606099728,0.9993127281312046,2457152.0537642417,119
56,-0.16942834148369323,0.9999514572804458,2457205.3600644143,649
57,-0.16915779450064017,1.000260485220035,2457189.566357507,492
58,-0.16883733578713,1.000146483860398,2457173.7727005114,335
59,-0.16856780015490935,0.9997138127301743,2457157.978992593,178
60,-0.1684511285577317,1.0006526474176498,2457142.1851318106,21
61,-0.16694343171891068,1.0002850400376866,2457211.2852908694,708
62,-0.16671632064575936,1.0003636832791984,2457195.491540526,551
64,-0.16610218518198172,1.0001205830383502,2457163.9041997534,237
65,-0.16591650664928492,1.0004365995159936,2457148.110407978,80
66,-0.16426271955214533,1.0002443515941077,2457201.4167356724,610
67,-0.16397055550984563,1.0001185830047583,2457185.6230503824,453
68,-0.1636531660208118,0.9992237070667515,2457169.8293903177,296
69,-0.16341232036257702,1.0003428067942968,2457154.0356537094,139
70,-0.1617919587018508,0.9996580603284104,2457207.341947979,669
71,-0.16153441934112633,1.000440248961595,2457191.548228064,512
72,-0.16121480316895598,0.9992603999109567,2457175.754570226,355
74,-0.16079189135273886,1.0005994324230114,2457144.1670382293,41
75,-0.1592993250132957,1.001056057427606,2457213.267182158,727
76,-0.1590894518478856,0.9999967513188435,2457197.4734145766,571
77,-0.15878186003968375,0.9993694222656122,2457181.6797447144,414
78,-0.15847380478208573,0.9999969778315133,2457165.8860753155,257
79,-0.15826811830454846,1.0002596577919718,2457150.092303548,100
80,-0.15663067883625237,0.9999615157441241,2457203.398614895,630
81,-0.15634854804118836,0.9998798800947626,2457187.604919572,473
82,-0.15602902302949095,0.9995898371522957,2457171.8112616427,316
83,-0.15577285839547228,0.999599161628002,2457156.017540353,159
84,-0.1556823503196938,0.9999026017039423,2457140.223653407,2
85,-0.15415302991692004,0.9997387335499648,2457209.323834089,689
86,-0.15391016613359954,0.9997695873397302,2457193.530099499,532
87,-0.1535929764932935,1.0001850189886317,2457177.7364392346,375
88,-0.1533007568699536,0.9999164719441699,2457161.942754,218
89,-0.15313653717352915,1.0000179258031454,2457146.1489407653,61
90,-0.15146113746275303,0.9994653279097633,2457199.455290073,591
91,-0.15116053993801826,1.0004462448027933,2457183.661613216,434
92,-0.15084704442508423,0.9999058116021097,2457167.8679492576,277
93,-0.15062284394597958,0.9994843063734185,2457152.074196004,120
94,-0.1489965701331344,1.000323830758198,2457205.3804961857,650
95,-0.1487261497881236,1.0005606847113493,2457189.5867891517,493
96,-0.14840569063078002,1.0000875543824028,2457173.7931321566,336
97,-0.14813602205226184,1.0000109887024933,2457157.9994243714,179
98,-0.14801918665872638,1.0003276079364598,2457142.2055637524,22
99,-0.1465116826036783,1.0001280750426718,2457211.3057226185,709
100,-0.14628464289311927,1.000045072497116,2457195.511972204,552
101,-0.14597145319595972,0.999912423456296,2457179.7183079394,395
102,-0.14567057250550652,1.0003272437257238,2457163.924631366,238
103,-0.1454846783716337,1.0002158142417013,2457148.130839806,81
104,-0.14383099128253152,1.0001944009008417,2457201.437167401,611
105,-0.1435390229343878,1.0006041705746815,2457185.643481915,454
106,-0.14322150014253454,0.9995628066564906,2457169.849821984,297
107,-0.14298058824398163,1.0000248290905855,2457154.0560854413,140
108,-0.14136006314341953,1.0005241459422978,2457207.362379874,670
109,-0.14110286552714824,1.0003233281445734,2457191.5686596176,513
110,-0.1407832652311174,1.000042132594267,2457175.775001764,356
111,-0.14050131111813213,1.0001195038901889,2457159.9813062637,199
