,scaled_error_ground,scaled_flux_ground,time_ground,xmodel_ground,ymodel_ground,yresidual_ground
0,0.00165455855533,1.00161025583,2457807.5887,2457807.5887,1.0,0.00161025583433
1,0.00163361477615,0.999636404067,2457807.5892,2457807.5892,1.0,-0.000363595933187
2,0.00162314288656,1.00125441042,2457807.58969,2457807.58969,1.0,0.00125441041911
3,0.00161005302457,0.997453234963,2457807.59018,2457807.59018,1.0,-0.00254676503742
4,0.00160743505218,0.998126153279,2457807.59068,2457807.59068,1.0,-0.00187384672068
5,0.00159958113498,1.00083585413,2457807.59117,2457807.59117,1.0,0.000835854131247
6,0.00158649127299,0.999647415118,2457807.59166,2457807.59166,1.0,-0.000352584882205
7,0.00156554749381,0.996267712173,2457807.59215,2457807.59215,1.0,-0.00373228782728
8,0.00156816546621,0.997482571811,2457807.59265,2457807.59265,1.0,-0.00251742818946
9,0.00157340141101,1.0023861125,2457807.59314,2457807.59314,1.0,0.00238611249697
10,0.00156554749381,1.00033374258,2457807.59363,2457807.59363,1.0,0.000333742582486
11,0.00154460371463,1.00099105249,2457807.59462,2457807.59462,1.0,0.00099105249497
12,0.00154983965943,1.0023682054,2457807.59511,2457807.59511,1.0,0.00236820539648
13,0.00154460371463,0.998758141905,2457807.5956,2457807.5956,1.0,-0.00124185809462
14,0.00153413182504,1.00169822433,2457807.59609,2457807.59609,1.0,0.00169822432831
15,0.00153151385264,0.997865612149,2457807.59659,2457807.59659,1.0,-0.00213438785136
16,0.00153151385264,0.999478403611,2457807.59708,2457807.59708,1.0,-0.000521596389498
17,0.00153413182504,0.997533328485,2457807.59757,2457807.59757,1.0,-0.002466671515
18,0.00153936776984,1.00183475655,2457807.59807,2457807.59807,1.0,0.00183475655472
19,0.00153151385264,1.00069859283,2457807.59856,2457807.59856,1.0,0.000698592830584
20,0.00152365993545,1.00047092864,2457807.59906,2457807.59906,1.0,0.000470928642522
21,0.00152104196305,0.999476198552,2457807.59955,2457807.59955,1.0,-0.000523801448263
22,0.00152627790785,1.00115965422,2457807.60004,2457807.60004,1.0,0.00115965422378
23,0.00153151385264,1.00090844933,2457807.60053,2457807.60053,1.0,0.000908449328695
24,0.00152104196305,0.99871990278,2457807.60103,2457807.60103,1.0,-0.00128009721999
25,0.00151580601826,1.00111546798,2457807.60152,2457807.60152,1.0,0.00111546797898
26,0.00151842399065,1.00177267846,2457807.60201,2457807.60201,1.0,0.00177267846133
27,0.00151318804586,1.00209214948,2457807.60251,2457807.60251,1.0,0.00209214947942
28,0.00151580601826,1.00230168668,2457807.603,2457807.603,1.0,0.00230168668177
29,0.00151580601826,1.00204262788,2457807.60349,2457807.60349,1.0,0.00204262787929
30,0.00151057007346,1.00084369593,2457807.60398,2457807.60398,1.0,0.000843695931692
31,0.00151057007346,1.00102443545,2457807.60448,2457807.60448,1.0,0.00102443544746
32,0.00150795210106,0.998241630199,2457807.60497,2457807.60497,1.0,-0.00175836980073
33,0.00150271615627,1.00083092536,2457807.60546,2457807.60546,1.0,0.000830925355667
34,0.00150009818387,1.00033361001,2457807.60596,2457807.60596,1.0,0.000333610010644
35,0.00149486223907,0.999896508041,2457807.60645,2457807.60645,1.0,-0.000103491959436
36,0.00149748021147,1.00138361578,2457807.60694,2457807.60694,1.0,0.00138361578278
37,0.00148962629428,0.998375701205,2457807.60793,2457807.60793,1.0,-0.00162429879517
38,0.00149224426668,0.998312990332,2457807.60842,2457807.60842,1.0,-0.00168700966782
39,0.00148962629428,1.00103316306,2457807.60892,2457807.60892,1.0,0.00103316306391
40,0.00149224426668,1.00203070997,2457807.60941,2457807.60941,1.0,0.00203070996776
41,0.00148700832188,0.997483391324,2457807.6099,2457807.6099,1.0,-0.00251660867648
42,0.00148700832188,0.99866943224,2457807.61039,2457807.61039,1.0,-0.00133056776
43,0.00149224426668,1.00122729068,2457807.61089,2457807.61089,1.0,0.00122729068307
44,0.00148962629428,1.00057301746,2457807.61187,2457807.61187,1.0,0.000573017459081
45,0.00148439034948,1.0019475103,2457807.61237,2457807.61237,1.0,0.00194751029908
46,0.00147915440469,1.00066742122,2457807.61286,2457807.61286,1.0,0.000667421216945
47,0.00147915440469,0.998358490017,2457807.61335,2457807.61335,1.0,-0.00164150998271
48,0.0014713004875,0.997777399565,2457807.61385,2457807.61385,1.0,-0.00222260043467
49,0.00147391845989,0.999007967038,2457807.61434,2457807.61434,1.0,-0.000992032962458
50,0.00147915440469,1.00305806976,2457807.61483,2457807.61483,1.0,0.00305806975708
51,0.00147915440469,1.00259219113,2457807.61532,2457807.61532,1.0,0.00259219112539
52,0.0014713004875,0.997269910582,2457807.61582,2457807.61582,1.0,-0.00273008941808
53,0.00147391845989,0.999037141361,2457807.61631,2457807.61631,1.0,-0.000962858639108
54,0.0014634465703,0.995932346562,2457807.6168,2457807.6168,1.0,-0.00406765343786
55,0.0014660645427,1.00091968339,2457807.6173,2457807.6173,1.0,0.000919683390251
56,0.0014634465703,0.998249450965,2457807.61779,2457807.61779,1.0,-0.00175054903505
57,0.0014660645427,1.00031774857,2457807.61828,2457807.61828,1.0,0.000317748569653
58,0.0014660645427,0.998809916924,2457807.61877,2457807.61877,1.0,-0.00119008307632
59,0.0014686825151,1.00059547352,2457807.61927,2457807.61927,1.0,0.000595473519235
60,0.0014660645427,1.00074217939,2457807.61976,2457807.61976,1.0,0.000742179393838
61,0.0014660645427,1.00105643549,2457807.62025,2457807.62025,1.0,0.0010564354921
62,0.0014660645427,0.99903280017,2457807.62075,2457807.62075,1.0,-0.000967199830298
63,0.00146082859791,0.998909875912,2457807.62124,2457807.62124,1.0,-0.00109012408769
64,0.0014713004875,1.00090225233,2457807.62173,2457807.62173,1.0,0.000902252327275
65,0.0014660645427,0.997166505136,2457807.62223,2457807.62223,1.0,-0.00283349486388
66,0.0014686825151,0.998449411022,2457807.62272,2457807.62272,1.0,-0.00155058897848
