,phase_fold_scaled_flux_k2,phase_fold_time_k2,scaled_error_k2,xmodel_k2,ymodel_k2,yresidual_k2
97,1.00005998464,-0.101092466655,0.000436922748612,-0.101092466655,1.0,0.000765844084313
252,0.999624399839,-0.101010409238,0.000436922748612,-0.101010409238,1.0,0.000546475700211
408,1.00078167981,-0.100980238277,0.000436922748612,-0.100980238277,1.0,-0.000118515659452
0,1.00076584408,-0.099899136826,0.000436922748612,-0.099899136826,1.0,0.000247214755323
156,1.00007523411,-0.0997586564326,0.000436922748612,-0.0997586564326,1.0,5.73263622605e-05
311,1.00104347613,-0.0997021169641,0.000436922748612,-0.0997021169641,1.0,0.000436745106599
466,1.00000220325,-0.0996779579407,0.000436922748612,-0.0996779579407,1.0,-0.000625659479781
621,0.999794909869,-0.0996348354149,0.000436922748612,-0.0996348354149,1.0,-0.00043304093232
58,0.999947183054,-0.0985396900105,0.000436922748612,-0.0985396900105,1.0,-0.000452351894419
213,1.00059442763,-0.098436595293,0.000436922748612,-0.098436595293,1.0,-2.33488974493e-05
370,1.00005188617,-0.0983984202089,0.000436922748612,-0.0983984202089,1.0,-0.000365392426457
525,0.999549385994,-0.0983730266249,0.000436922748612,-0.0983730266249,1.0,0.00180942803947
680,1.00036700931,-0.0983101615072,0.000436922748612,-0.0983101615072,1.0,0.000645950893646
117,1.00009090904,-0.0971965304796,0.000436922748612,-0.0971965304796,1.0,-0.000238885522321
272,1.00022653701,-0.0971238171815,0.000436922748612,-0.0971238171815,1.0,0.000708637242821
428,0.999333218105,-0.0970965201003,0.000436922748612,-0.0970965201003,1.0,0.00045949541347
582,0.999943089598,-0.0970627707061,0.000436922748612,-0.0970627707061,1.0,-0.000636540788798
20,0.9997526198,-0.0959941801493,0.000436922748612,-0.0959941801493,1.0,-0.000313947702927
176,1.00016665033,-0.0958670513618,0.000436922748612,-0.0958670513618,1.0,-0.00142198554488
331,0.999933395344,-0.0958174196775,0.000436922748612,-0.0958174196775,1.0,0.000177006588875
486,1.00020464127,-0.0957935986606,0.000436922748612,-0.0957935986606,1.0,-0.000247380199674
641,0.999613932613,-0.0957446106744,0.000436922748612,-0.0957446106744,1.0,0.000631511537048
78,1.00040550246,-0.0946405160026,0.000436922748612,-0.0946405160026,1.0,0.000306480067122
233,0.99934020377,-0.0945483660403,0.000436922748612,-0.0945483660403,1.0,-0.000275208178659
390,0.999993998639,-0.0945146454226,0.000436922748612,-0.0945146454226,1.0,-0.000367104903301
545,1.00016887728,-0.0944871914858,0.000436922748612,-0.0944871914858,1.0,0.000496889237062
699,0.999528508294,-0.0944162753061,0.000436922748612,-0.0944162753061,1.0,0.000379527614029
137,0.999746031162,-0.0933022270186,0.000436922748612,-0.0933022270186,1.0,0.00035230252895
292,0.999914077838,-0.093238045964,0.000436922748612,-0.093238045964,1.0,-0.000519162213529
447,0.999981233832,-0.0932127042722,0.000436922748612,-0.0932127042722,1.0,0.000258830037254
602,1.00013821667,-0.0931745492372,0.000436922748612,-0.0931745492372,1.0,2.3285570418e-05
39,0.999773775147,-0.0920912850048,0.000436922748612,-0.0920912850048,1.0,0.00100333839826
195,0.999880534073,-0.0919765249394,0.000436922748612,-0.0919765249394,1.0,4.15662110842e-05
351,1.00010010915,-0.0919331332822,0.000436922748612,-0.0919331332822,1.0,2.43632380614e-05
506,0.99965559829,-0.0919088938261,0.000436922748612,-0.0919088938261,1.0,-0.000455814230749
661,0.999951625094,-0.09185332474,0.000436922748612,-0.09185332474,1.0,0.000197748277204
98,1.00004213089,-0.0907430178742,0.000436922748612,-0.0907430178742,1.0,-0.000248540927427
253,1.00015713107,-0.0906610109338,0.000436922748612,-0.0906610109338,1.0,0.000174707108824
409,0.999825216645,-0.0906309751282,0.000436922748612,-0.0906309751282,1.0,4.22269393596e-05
564,1.00022625375,-0.0906007199605,0.000436922748612,-0.0906007199605,1.0,-0.000226224853278
718,0.999619387142,-0.0905210288238,0.000436922748612,-0.0905210288238,1.0,0.000578297173587
1,1.0005464757,-0.0895495920446,0.000436922748612,-0.0895495920446,1.0,-0.000153451305624
157,1.001090202,-0.0894093041238,0.000436922748612,-0.0894093041238,1.0,0.000520676927096
312,0.999599461088,-0.0893527896578,0.000436922748612,-0.0893527896578,1.0,8.78891839069e-05
467,0.999860479463,-0.0893286395977,0.000436922748612,-0.0893286395977,1.0,-0.000827590569
622,0.99981079296,-0.0892854606981,0.000436922748612,-0.0892854606981,1.0,0.000463216943866
59,0.999136596477,-0.0881902058485,0.000436922748612,-0.0881902058485,1.0,-0.000995252312647
214,0.999663834127,-0.0880872793087,0.000436922748612,-0.0880872793087,1.0,0.000327311886711
371,0.999549719191,-0.0880491547014,0.000436922748612,-0.0880491547014,1.0,-0.00019133653821
526,0.999683733241,-0.0880236436526,0.000436922748612,-0.0880236436526,1.0,0.000957561761084
681,1.00071552265,-0.0879607499942,0.000436922748612,-0.0879607499942,1.0,-0.000224341568706
118,0.99929162439,-0.0868470982097,0.000436922748612,-0.0868470982097,1.0,-0.000180989287455
273,0.999834319159,-0.086774477374,0.000436922748612,-0.086774477374,1.0,-0.000358199252644
429,1.00081817868,-0.0867472057671,0.000436922748612,-0.0867472057671,1.0,-0.000177368134299
583,0.999783970132,-0.0867133653258,0.000436922748612,-0.0867133653258,1.0,-0.000223494045701
21,1.00063151154,-0.0856446565965,0.000436922748612,-0.0856446565965,1.0,-0.000563718636261
177,0.999692700002,-0.0855176615491,0.000436922748612,-0.0855176615491,1.0,0.000424880031441
332,1.00012530461,-0.0854680973246,0.000436922748612,-0.0854680973246,1.0,8.96566384747e-05
487,1.00023935901,-0.0854443272563,0.000436922748612,-0.0854443272563,1.0,-5.28169458286e-05
642,0.999930338687,-0.0853952751125,0.000436922748612,-0.0853952751125,1.0,-0.000863403523492
79,1.00042650778,-0.084290999526,0.000436922748612,-0.084290999526,1.0,-3.19746648381e-06
234,1.00008803904,-0.084198958773,0.000436922748612,-0.084198958773,1.0,0.00053569110889
546,1.00034255452,-0.0841378528576,0.000436922748612,-0.0841378528576,1.0,0.000987697535934
700,1.00026391322,-0.0840667989279,0.000436922748612,-0.0840667989279,1.0,-5.22266652802e-05
138,1.00032167857,-0.0829527591319,0.000436922748612,-0.0829527591319,1.0,-0.000595156947783
293,0.999202606405,-0.0828886625199,0.000436922748612,-0.0828886625199,1.0,-0.000154409881255
448,1.00009746029,-0.0828633378109,0.000436922748612,-0.0828633378109,1.0,-3.96744146469e-06
603,1.00022322578,-0.0828252356116,0.000436922748612,-0.0828252356116,1.0,-0.000402852885026
40,1.00057829717,-0.0817417312602,0.000436922748612,-0.0817417312602,1.0,0.000151451761188
352,0.999249361314,-0.0815837637546,0.000436922748612,-0.0815837637546,1.0,-0.000132418760921
507,1.00041911832,-0.0815595669915,0.000436922748612,-0.0815595669915,1.0,-0.000588219394093
662,0.999636948964,-0.0815039262001,0.000436922748612,-0.0815039262001,1.0,-0.000775518460147
99,1.00023822136,-0.0803935693291,0.000436922748612,-0.0803935693291,1.0,-0.000416568764566
254,0.999976132336,-0.0803116633425,0.000436922748612,-0.0803116633425,1.0,-0.000201356951664
410,0.999348318027,-0.080281610554,0.000436922748612,-0.080281610554,1.0,9.6396255425e-05
565,0.999975631608,-0.0802513230716,0.000436922748612,-0.0802513230716,1.0,0.000335989331287
719,1.00103491161,-0.0801715375857,0.000436922748612,-0.0801715375857,1.0,0.000133931118098
2,0.999881484341,-0.0792000984477,0.000436922748612,-0.0792000984477,1.0,0.000331754707779
158,0.999578051726,-0.0790598506254,0.000436922748612,-0.0790598506254,1.0,0.000405502457559
313,0.999568726707,-0.0790035133002,0.000436922748612,-0.0790035133002,1.0,0.000426507782146
468,0.999858763269,-0.078979270306,0.000436922748612,-0.078979270306,1.0,0.000206189689752
623,0.999940396906,-0.0789360859814,0.000436922748612,-0.0789360859814,1.0,0.00021937537795
60,0.999996802534,-0.0778407726352,0.000436922748612,-0.0778407726352,1.0,-0.000267475688504
215,0.999895358241,-0.0777378621348,0.000436922748612,-0.0777378621348,1.0,0.00044260357058
372,1.00016380284,-0.0776997880043,0.000436922748612,-0.0776997880043,1.0,0.000381828812187
527,0.999748473233,-0.0776743621058,0.000436922748612,-0.0776743621058,1.0,-0.00036779534412
682,0.999717620205,-0.0776112877684,0.000436922748612,-0.0776112877684,1.0,-2.92130765602e-05
119,0.999463198323,-0.0764977166526,0.000436922748612,-0.0764977166526,1.0,-0.000408430508298
274,0.999884695181,-0.076425188515,0.000436922748612,-0.076425188515,1.0,-0.000983816547404
430,1.00042511401,-0.0763978914339,0.000436922748612,-0.0763978914339,1.0,0.000356007918235
584,0.999444221297,-0.0763640608993,0.000436922748612,-0.0763640608993,1.0,0.000153644456626
22,1.00030648007,-0.0752951839922,0.000436922748612,-0.0752951839922,1.0,0.000185102115784
178,0.999989868644,-0.0751682717365,0.000436922748612,-0.0751682717365,1.0,-0.000415210900035
333,1.0000663699,-0.0751187749717,0.000436922748612,-0.0751187749717,1.0,0.000192009203672
488,1.0005395511,-0.0750950051392,0.000436922748612,-0.0750950051392,1.0,-0.000114799589096
643,1.00030270298,-0.075045888838,0.000436922748612,-0.075045888838,1.0,-0.000190327024844
80,1.00020618969,-0.0739415844749,0.000436922748612,-0.0739415844749,1.0,-0.000302699022868
235,1.0002942193,-0.0738496529312,0.000436922748612,-0.0738496529312,1.0,5.99846398399e-05
391,0.999891304925,-0.0738159660434,0.000436922748612,-0.0738159660434,1.0,4.21308890133e-05
547,1.00002395159,-0.0737885139935,0.000436922748612,-0.0737885139935,1.0,0.000238221360749
701,1.00010695209,-0.0737174239753,0.000436922748612,-0.0737174239753,1.0,-3.41551539379e-05
139,1.0000037087,-0.0726033929066,0.000436922748612,-0.0726033929066,1.0,0.000218433950847
294,0.999541697631,-0.0725393295527,0.000436922748612,-0.0725393295527,1.0,-9.33761926588e-05
449,1.00058303589,-0.0725140725393,0.000436922748612,-0.0725140725393,1.0,-0.000412099881315
604,1.00017327632,-0.0724758710373,0.000436922748612,-0.0724758710373,1.0,0.000104661031321
41,0.999846548694,-0.0713922282284,0.000436922748612,-0.0713922282284,1.0,-0.00069670772837
196,1.00009838196,-0.0712777698448,0.000436922748612,-0.0712777698448,1.0,0.000123114727507
353,1.00003122754,-0.0712344958884,0.000436922748612,-0.0712344958884,1.0,0.000648645702745
508,1.00030220039,-0.0712102911057,0.000436922748612,-0.0712102911057,1.0,0.000169037247424
663,1.00050301323,-0.0711544771832,0.000436922748612,-0.0711544771832,1.0,-0.000929384803677
100,0.999965844846,-0.070044070543,0.000436922748612,-0.070044070543,1.0,-0.000561785242357
255,1.00040030878,-0.0699623664639,0.000436922748612,-0.0699623664639,1.0,-0.000673102988447
411,0.999874303915,-0.0699322966926,0.000436922748612,-0.0699322966926,1.0,9.2656264713e-05
720,1.0003612404,-0.0698220968243,0.000436922748612,-0.0698220968243,1.0,-0.000408526338714
3,1.00024721476,-0.0688505034253,0.000436922748612,-0.0688505034253,1.0,-0.00011174610187
159,1.00067813151,-0.0687104478397,0.000436922748612,-0.0687104478397,1.0,0.000327319192994
314,1.00074226825,-0.0686541357529,0.000436922748612,-0.0686541357529,1.0,-0.000588499254375
469,1.00023180629,-0.0686300024398,0.000436922748612,-0.0686300024398,1.0,9.09090384789e-05
624,1.00000730872,-0.0685867110287,0.000436922748612,-0.0685867110287,1.0,-0.000708375610043
61,1.00053569111,-0.0674912382322,0.000436922748612,-0.0674912382322,1.0,-0.000536801676865
216,0.999606578866,-0.0673884956735,0.000436922748612,-0.0673884956735,1.0,0.000369490531864
373,0.999892226878,-0.06735047202,0.000436922748612,-0.06735047202,1.0,0.000120968599302
528,1.00018151444,-0.0673250298461,0.000436922748612,-0.0673250298461,1.0,-0.000256010595198
683,1.00047220337,-0.0672619264964,0.000436922748612,-0.0672619264964,1.0,1.44420199399e-06
120,1.00036949053,-0.0661482339058,0.000436922748612,-0.0661482339058,1.0,-0.000221279942471
275,1.00054174302,-0.0660757982306,0.000436922748612,-0.0660757982306,1.0,0.000259734985529
431,1.00078046688,-0.0660485768648,0.000436922748612,-0.0660485768648,1.0,0.00070488356907
585,1.00020971367,-0.0660147059958,0.000436922748612,-0.0660147059958,1.0,-0.000150867975964
23,0.999724791821,-0.0649456101984,0.000436922748612,-0.0649456101984,1.0,-2.41652140447e-05
179,1.00108198497,-0.0648188823955,0.000436922748612,-0.0648188823955,1.0,0.00020664685807
334,0.99959541152,-0.0647695033315,0.000436922748612,-0.0647695033315,1.0,-0.000218471326811
489,1.00087100408,-0.0647456323094,0.000436922748612,-0.0647456323094,1.0,-0.000248336605109
644,0.999712959121,-0.0646964520865,0.000436922748612,-0.0646964520865,1.0,0.000425359951799
81,1.00021937538,-0.0635921191828,0.000436922748612,-0.0635921191828,1.0,-0.000383040421596
236,1.00088344787,-0.0635002966126,0.000436922748612,-0.0635002966126,1.0,0.000205662689647
392,0.999858565192,-0.0634667021871,0.000436922748612,-0.0634667021871,1.0,-0.000521823393241
548,0.999912863316,-0.0634391748936,0.000436922748612,-0.0634391748936,1.0,3.42935437552e-05
702,0.999713119908,-0.063367998074,0.000436922748612,-0.063367998074,1.0,-0.00025396883814
140,1.00032797052,-0.0622539252557,0.000436922748612,-0.0622539252557,1.0,0.000321678567368
295,0.999726515329,-0.0621900475341,0.000436922748612,-0.0621900475341,1.0,3.70870181188e-06
450,0.999913968901,-0.062164756555,0.000436922748612,-0.062164756555,1.0,0.000327970517071
605,0.999735560474,-0.0621264559862,0.000436922748612,-0.0621264559862,1.0,-0.000339375779211
42,1.00052067693,-0.0610427761451,0.000436922748612,-0.0610427761451,1.0,-0.000403741094622
197,1.00072751551,-0.0609283922976,0.000436922748612,-0.0609283922976,1.0,-1.11789821425e-05
354,1.00052654052,-0.0608851773094,0.000436922748612,-0.0608851773094,1.0,9.37443112894e-05
509,1.00041335457,-0.0608609135584,0.000436922748612,-0.0608609135584,1.0,-0.000379665795192
664,0.999517989246,-0.0608051291201,0.000436922748612,-0.0608051291201,1.0,-0.000455311041037
101,1.00021843395,-0.0596946729465,0.000436922748612,-0.0596946729465,1.0,-0.000349370359264
256,1.00008775923,-0.0596129683956,0.000436922748612,-0.0596129683956,1.0,9.04308268135e-05
412,0.999914803539,-0.0595829321183,0.000436922748612,-0.0595829321183,1.0,-0.00084046389653
566,0.999834443617,-0.0595526300118,0.000436922748612,-0.0595526300118,1.0,0.000641925427659
721,0.999924600348,-0.0594726053503,0.000436922748612,-0.0594726053503,1.0,-0.00023397412671
4,1.00005732636,-0.0585009593515,0.000436922748612,-0.0585009593515,1.0,0.000262910494461
160,0.999453436865,-0.058361045054,0.000436922748612,-0.058361045054,1.0,-0.000296477020391
315,1.00038571243,-0.0583048086825,0.000436922748612,-0.0583048086825,1.0,0.000195021307656
470,1.0001543435,-0.0582806838609,0.000436922748612,-0.0582806838609,1.0,-7.51591650426e-05
625,0.999798258784,-0.058237336076,0.000436922748612,-0.058237336076,1.0,7.5234110255e-05
62,1.00098769754,-0.0571417547779,0.000436922748612,-0.0571417547779,1.0,0.00109020200014
217,0.999662683689,-0.0570390787354,0.000436922748612,-0.0570390787354,1.0,-0.000421948274433
374,1.00056552273,-0.0570012067484,0.000436922748612,-0.0570012067484,1.0,0.000678131512681
529,0.999531574075,-0.0569756468738,0.000436922748612,-0.0569756468738,1.0,-0.000546563134975
684,1.00000046983,-0.0569125147476,0.000436922748612,-0.0569125147476,1.0,0.000309150361048
121,1.0001209686,-0.0557988018718,0.000436922748612,-0.0557988018718,1.0,0.000440923492558
276,1.00022560414,-0.055726458659,0.000436922748612,-0.055726458659,1.0,-0.000107821862374
432,0.999495724188,-0.0556992625316,0.000436922748612,-0.0556992625316,1.0,-9.69690045408e-05
586,0.999719284325,-0.0556653001438,0.000436922748612,-0.0556653001438,1.0,0.000184104045918
24,0.999632895097,-0.0545960875891,0.000436922748612,-0.0545960875891,1.0,-0.000521574745932
180,1.00005402566,-0.054469442106,0.000436922748612,-0.054469442106,1.0,0.000455479441751
335,1.00062193887,-0.0544201302658,0.000436922748612,-0.0544201302658,1.0,0.000384243441496
490,0.999282835802,-0.0543963606693,0.000436922748612,-0.0543963606693,1.0,0.000287836979308
645,1.00000999069,-0.0543470655761,0.000436922748612,-0.0543470655761,1.0,-0.000248171640448
82,0.999732524311,-0.0532426031779,0.000436922748612,-0.0532426031779,1.0,0.000202278599386
237,1.00001070215,-0.0531508895811,0.000436922748612,-0.0531508895811,1.0,0.00021676085107
393,0.999651211355,-0.0531173371411,0.000436922748612,-0.0531173371411,1.0,0.000390491870293
549,0.999738034798,-0.0530898360296,0.000436922748612,-0.0530898360296,1.0,-0.00017439104815
703,1.00016788896,-0.0530185214599,0.000436922748612,-0.0530185214599,1.0,-8.08237671414e-05
141,0.999660624221,-0.0519045087893,0.000436922748612,-0.0519045087893,1.0,0.000166650332941
296,1.00051127656,-0.05184066409,0.000436922748612,-0.05184066409,1.0,-0.000307299997539
451,0.999982949551,-0.0518153898579,0.000436922748612,-0.0518153898579,1.0,-1.0131356443e-05
606,1.00014582448,-0.0517770911761,0.000436922748612,-0.0517770911761,1.0,0.00108198497072
43,1.00008788918,-0.0506932228723,0.000436922748612,-0.0506932228723,1.0,5.40256601647e-05
198,1.00008151083,-0.0505789642734,0.000436922748612,-0.0505789642734,1.0,-0.000493027919256
355,1.00033322053,-0.0505358587305,0.000436922748612,-0.0505358587305,1.0,-0.000288160747552
510,0.999153462405,-0.0505115867239,0.000436922748612,-0.0505115867239,1.0,-0.000126589725991
665,0.998922126784,-0.0504557303443,0.000436922748612,-0.0504557303443,1.0,-0.000289753892201
102,0.999906623807,-0.0493452248732,0.000436922748612,-0.0493452248732,1.0,-0.00022072218184
257,1.00055776822,-0.0492636208043,0.000436922748612,-0.0492636208043,1.0,0.000657070631226
413,1.00008212195,-0.0492336687337,0.000436922748612,-0.0492336687337,1.0,0.000804492222111
567,1.00015997841,-0.049203283364,0.000436922748612,-0.049203283364,1.0,0.000217451644313
722,1.00036335115,-0.0491232150659,0.000436922748612,-0.0491232150659,1.0,-0.000634782040097
5,1.00043674511,-0.0481514664622,0.000436922748612,-0.0481514664622,1.0,0.000756433578391
161,1.00030915036,-0.0480116425042,0.000436922748612,-0.0480116425042,1.0,-0.000369479175091
316,0.999353220023,-0.0479555323249,0.000436922748612,-0.0479555323249,1.0,-5.63593016422e-05
471,1.00047920698,-0.0479313652819,0.000436922748612,-0.0479313652819,1.0,0.000438928820056
626,0.999463318222,-0.0478879608875,0.000436922748612,-0.0478879608875,1.0,0.000739612686882
63,0.999947773335,-0.0467923220363,0.000436922748612,-0.0467923220363,1.0,-0.00011946592674
218,1.00014470056,-0.0466897629869,0.000436922748612,-0.0466897629869,1.0,9.83819554403e-05
375,1.00062583029,-0.0466518400513,0.000436922748612,-0.0466518400513,1.0,0.000727515513487
