Wavelength	Transit Depth
#(meters)	(percent)
4.419735e-07	5.884188e-01
4.424149e-07	5.883423e-01
4.428566e-07	5.883159e-01
4.432988e-07	5.881971e-01
4.437415e-07	5.881154e-01
4.441846e-07	5.880434e-01
4.446281e-07	5.879639e-01
4.450721e-07	5.878914e-01
4.455165e-07	5.878141e-01
4.459614e-07	5.877699e-01
4.464067e-07	5.876604e-01
4.468525e-07	5.875842e-01
4.472987e-07	5.875236e-01
4.477453e-07	5.874362e-01
4.481924e-07	5.873607e-01
4.486399e-07	5.872971e-01
4.490879e-07	5.872186e-01
4.495363e-07	5.871357e-01
4.499852e-07	5.870667e-01
4.504345e-07	5.869893e-01
4.508843e-07	5.869152e-01
4.513345e-07	5.868400e-01
4.517852e-07	5.867709e-01
4.522363e-07	5.866895e-01
4.526879e-07	5.866204e-01
4.531399e-07	5.865411e-01
4.535924e-07	5.864645e-01
4.540453e-07	5.863987e-01
4.544987e-07	5.863181e-01
4.549526e-07	5.862504e-01
4.554068e-07	5.861690e-01
4.558616e-07	5.861393e-01
4.563168e-07	5.860181e-01
4.567724e-07	5.859436e-01
4.572285e-07	5.858732e-01
4.576851e-07	5.857971e-01
4.581421e-07	5.857289e-01
4.585996e-07	5.856504e-01
4.590575e-07	5.855792e-01
4.595159e-07	5.855250e-01
4.599747e-07	5.854282e-01
4.604340e-07	5.853640e-01
4.608938e-07	5.852805e-01
4.613540e-07	5.851974e-01
4.618147e-07	5.851237e-01
4.622758e-07	5.850491e-01
4.627374e-07	5.849743e-01
4.631995e-07	5.849181e-01
4.636620e-07	5.848238e-01
4.641250e-07	5.847531e-01
4.645885e-07	5.846894e-01
4.650524e-07	5.846033e-01
4.655167e-07	5.845793e-01
4.659816e-07	5.844534e-01
4.664469e-07	5.843796e-01
4.669126e-07	5.843356e-01
4.673789e-07	5.842399e-01
4.678456e-07	5.842396e-01
4.683127e-07	5.840848e-01
4.687803e-07	5.842259e-01
4.692484e-07	5.839384e-01
4.697170e-07	5.838890e-01
4.701860e-07	5.838092e-01
4.706555e-07	5.837275e-01
4.711255e-07	5.848781e-01
4.715959e-07	5.835698e-01
4.720668e-07	5.834904e-01
4.725382e-07	5.834498e-01
4.730101e-07	5.833447e-01
4.734824e-07	5.832683e-01
4.739552e-07	5.832883e-01
4.744284e-07	5.831244e-01
4.749022e-07	5.830588e-01
4.753764e-07	5.830073e-01
4.758511e-07	5.829126e-01
4.763262e-07	5.828419e-01
4.768018e-07	5.827488e-01
4.772779e-07	5.826990e-01
4.777545e-07	5.826119e-01
4.782316e-07	5.825397e-01
4.787091e-07	5.824565e-01
4.791871e-07	5.824091e-01
4.796656e-07	5.823477e-01
4.801446e-07	5.822541e-01
4.806240e-07	5.821807e-01
4.811039e-07	5.821092e-01
4.815843e-07	5.820232e-01
4.820652e-07	5.820093e-01
4.825466e-07	5.818845e-01
4.830284e-07	5.818613e-01
4.835107e-07	5.817555e-01
4.839935e-07	5.817471e-01
4.844768e-07	5.819916e-01
4.849606e-07	5.816700e-01
4.854448e-07	5.815754e-01
4.859296e-07	5.816066e-01
4.864148e-07	5.813478e-01
4.869005e-07	5.812722e-01
4.873867e-07	5.811814e-01
4.878734e-07	5.834541e-01
4.883605e-07	5.809786e-01
4.888482e-07	5.809807e-01
4.893363e-07	5.812051e-01
4.898249e-07	5.834480e-01
4.903140e-07	5.806920e-01
4.908036e-07	5.806796e-01
4.912937e-07	5.805610e-01
4.917843e-07	5.804656e-01
4.922754e-07	5.803814e-01
4.927669e-07	5.803082e-01
4.932590e-07	5.802249e-01
4.937515e-07	5.801705e-01
4.942445e-07	5.802284e-01
4.947380e-07	5.800107e-01
4.952321e-07	5.799430e-01
4.957266e-07	5.798985e-01
4.962216e-07	5.797961e-01
4.967171e-07	5.797326e-01
4.972131e-07	5.796799e-01
4.977095e-07	5.795690e-01
4.982065e-07	5.794940e-01
4.987040e-07	5.794212e-01
4.992020e-07	5.794926e-01
4.997004e-07	5.792756e-01
5.001994e-07	5.792015e-01
5.006989e-07	5.791655e-01
5.011988e-07	5.790514e-01
5.016993e-07	5.789815e-01
5.022003e-07	5.789773e-01
5.027017e-07	5.788563e-01
5.032037e-07	5.788968e-01
5.037062e-07	5.787539e-01
5.042091e-07	5.786375e-01
5.047126e-07	5.788138e-01
5.052166e-07	5.784706e-01
5.057211e-07	5.784970e-01
5.062261e-07	5.783609e-01
5.067315e-07	5.783269e-01
5.072375e-07	5.784398e-01
5.077440e-07	5.781338e-01
5.082510e-07	5.782551e-01
5.087585e-07	5.790138e-01
5.092665e-07	5.780014e-01
5.097751e-07	5.778657e-01
5.102841e-07	5.778106e-01
5.107936e-07	5.784919e-01
5.113037e-07	5.776343e-01
5.118142e-07	5.779110e-01
5.123253e-07	5.775918e-01
5.128369e-07	5.780505e-01
5.133490e-07	5.778703e-01
5.138616e-07	5.777018e-01
5.143747e-07	5.772773e-01
5.148883e-07	5.770634e-01
5.154024e-07	5.770965e-01
5.159171e-07	5.769342e-01
5.164322e-07	5.768627e-01
5.169479e-07	5.768335e-01
5.174641e-07	5.767235e-01
5.179808e-07	5.766569e-01
5.184980e-07	5.765522e-01
5.190158e-07	5.764901e-01
5.195340e-07	5.764351e-01
5.200528e-07	5.763385e-01
5.205721e-07	5.762824e-01
5.210919e-07	5.762079e-01
5.216122e-07	5.761975e-01
5.221331e-07	5.760530e-01
5.226545e-07	5.759998e-01
5.231763e-07	5.759381e-01
5.236988e-07	5.758369e-01
5.242217e-07	5.786264e-01
5.247451e-07	5.757617e-01
5.252691e-07	5.756280e-01
5.257936e-07	5.755992e-01
5.263187e-07	5.754809e-01
5.268442e-07	5.754426e-01
5.273703e-07	5.753819e-01
5.278969e-07	5.757698e-01
5.284240e-07	5.751827e-01
5.289516e-07	5.751053e-01
5.294798e-07	5.753033e-01
5.300085e-07	5.751287e-01
5.305378e-07	5.751069e-01
5.310675e-07	5.749056e-01
5.315978e-07	5.747771e-01
5.321286e-07	5.746987e-01
5.326600e-07	5.746825e-01
5.331919e-07	5.746014e-01
5.337243e-07	5.744917e-01
5.342572e-07	5.746561e-01
5.347907e-07	5.743578e-01
5.353247e-07	5.742944e-01
5.358592e-07	5.742649e-01
5.363943e-07	5.742202e-01
5.369299e-07	5.741459e-01
5.374661e-07	5.741247e-01
5.380028e-07	5.740836e-01
5.385400e-07	5.740068e-01
5.390777e-07	5.743429e-01
5.396160e-07	5.772481e-01
5.401548e-07	5.739380e-01
5.406942e-07	5.741820e-01
5.412341e-07	5.740515e-01
5.417745e-07	5.742312e-01
5.423155e-07	5.740691e-01
5.428571e-07	5.740651e-01
5.433991e-07	5.745271e-01
5.439417e-07	5.781561e-01
5.444849e-07	5.738851e-01
5.450286e-07	5.736691e-01
5.455728e-07	5.731001e-01
5.461176e-07	5.731031e-01
5.466629e-07	5.732595e-01
5.472087e-07	5.729473e-01
5.477552e-07	5.728417e-01
5.483021e-07	5.733690e-01
5.488496e-07	5.725232e-01
5.493977e-07	5.725127e-01
5.499462e-07	5.727073e-01
5.504954e-07	5.723467e-01
5.510451e-07	5.722351e-01
5.515953e-07	5.724510e-01
5.521461e-07	5.721144e-01
5.526974e-07	5.720934e-01
5.532493e-07	5.720585e-01
5.538018e-07	5.736086e-01
5.543548e-07	5.722846e-01
5.549083e-07	5.718647e-01
5.554624e-07	5.719352e-01
5.560171e-07	5.717348e-01
5.565723e-07	5.723393e-01
5.571280e-07	5.716275e-01
5.576843e-07	5.716286e-01
5.582412e-07	5.714144e-01
5.587986e-07	5.713795e-01
5.593566e-07	5.713090e-01
5.599151e-07	5.712700e-01
5.604742e-07	5.714375e-01
5.610339e-07	5.713724e-01
5.615941e-07	5.711770e-01
5.621549e-07	5.710895e-01
5.627162e-07	5.710680e-01
5.632781e-07	5.709719e-01
5.638406e-07	5.709073e-01
5.644036e-07	5.709590e-01
5.649671e-07	5.707848e-01
5.655313e-07	5.710579e-01
5.660960e-07	5.708641e-01
5.666613e-07	5.707413e-01
5.672271e-07	5.707474e-01
5.677935e-07	5.709650e-01
5.683605e-07	5.722323e-01
5.689280e-07	5.707532e-01
5.694961e-07	5.709357e-01
5.700647e-07	5.708159e-01
5.706340e-07	5.708662e-01
5.712038e-07	5.707126e-01
5.717741e-07	5.722946e-01
5.723451e-07	5.717446e-01
5.729166e-07	5.707487e-01
5.734887e-07	5.709575e-01
5.740613e-07	5.710236e-01
5.746345e-07	5.713390e-01
5.752083e-07	5.715859e-01
5.757827e-07	5.716361e-01
5.763576e-07	5.715137e-01
5.769332e-07	5.717014e-01
5.775092e-07	5.717369e-01
5.780859e-07	5.757419e-01
5.786631e-07	5.721402e-01
5.792410e-07	5.732589e-01
5.798194e-07	5.730312e-01
5.803983e-07	5.741705e-01
5.809779e-07	5.738928e-01
5.815580e-07	5.788406e-01
5.821387e-07	5.753355e-01
5.827200e-07	5.768588e-01
5.833019e-07	5.779672e-01
5.838843e-07	5.797357e-01
5.844673e-07	5.824298e-01
5.850510e-07	5.856244e-01
5.856351e-07	5.900019e-01
5.862199e-07	5.964016e-01
5.868053e-07	6.066452e-01
5.873912e-07	6.194248e-01
5.879778e-07	6.432639e-01
5.885649e-07	6.779937e-01
5.891526e-07	7.609841e-01
5.897409e-07	7.019239e-01
5.903298e-07	6.507400e-01
5.909192e-07	6.224094e-01
5.915093e-07	6.069172e-01
5.920999e-07	5.994883e-01
5.926912e-07	5.904324e-01
5.932830e-07	5.858827e-01
5.938754e-07	5.820234e-01
5.944684e-07	5.792614e-01
5.950620e-07	5.786033e-01
5.956562e-07	5.758193e-01
5.962510e-07	5.751598e-01
5.968464e-07	5.938740e-01
5.974423e-07	5.743058e-01
5.980389e-07	5.718517e-01
5.986361e-07	5.722228e-01
5.992338e-07	5.735367e-01
5.998322e-07	5.710126e-01
6.004311e-07	5.958558e-01
6.010307e-07	5.700970e-01
6.016308e-07	5.691411e-01
6.022316e-07	5.695744e-01
6.028329e-07	5.684055e-01
6.034349e-07	5.681679e-01
6.040374e-07	5.698503e-01
6.046406e-07	5.717275e-01
6.052444e-07	5.676288e-01
6.058487e-07	5.687646e-01
6.064537e-07	5.672968e-01
6.070592e-07	5.669264e-01
6.076654e-07	5.668498e-01
6.082722e-07	5.667753e-01
6.088796e-07	5.666284e-01
6.094876e-07	5.662843e-01
6.100962e-07	5.662593e-01
6.107054e-07	5.664127e-01
6.113152e-07	5.660452e-01
6.119256e-07	5.660086e-01
6.125366e-07	5.664383e-01
6.131483e-07	5.662650e-01
6.137605e-07	5.672424e-01
6.143734e-07	5.668214e-01
6.149869e-07	5.666968e-01
6.156009e-07	5.667293e-01
6.162156e-07	5.668708e-01
6.168310e-07	5.671085e-01
6.174469e-07	5.672725e-01
6.180634e-07	5.680052e-01
6.186806e-07	5.682641e-01
6.192984e-07	5.712783e-01
6.199168e-07	5.690356e-01
6.205358e-07	5.684894e-01
6.211554e-07	5.683426e-01
6.217756e-07	5.668744e-01
6.223965e-07	5.666613e-01
6.230180e-07	5.675182e-01
6.236401e-07	5.664603e-01
6.242628e-07	5.649231e-01
6.248862e-07	5.648131e-01
6.255101e-07	5.643504e-01
6.261347e-07	5.643874e-01
6.267600e-07	5.643513e-01
6.273858e-07	5.646078e-01
6.280123e-07	5.641280e-01
6.286394e-07	5.640438e-01
6.292671e-07	5.636534e-01
6.298954e-07	5.647636e-01
6.305244e-07	5.634560e-01
6.311540e-07	5.631055e-01
6.317842e-07	5.649178e-01
6.324151e-07	5.675317e-01
6.330466e-07	5.805162e-01
6.336787e-07	5.636220e-01
6.343115e-07	5.630866e-01
6.349448e-07	5.628847e-01
6.355789e-07	5.627446e-01
6.362135e-07	5.631530e-01
6.368488e-07	5.637389e-01
6.374847e-07	5.642487e-01
6.381213e-07	5.632310e-01
6.387584e-07	5.660608e-01
6.393963e-07	5.625861e-01
6.400347e-07	5.646946e-01
6.406738e-07	5.637281e-01
6.413136e-07	5.688539e-01
6.419539e-07	5.634349e-01
6.425950e-07	5.623402e-01
6.432366e-07	5.639433e-01
6.438789e-07	5.629679e-01
6.445218e-07	5.650400e-01
6.451654e-07	5.629507e-01
6.458096e-07	5.618791e-01
6.464545e-07	5.622546e-01
6.471000e-07	5.633434e-01
6.477462e-07	5.650953e-01
6.483930e-07	5.620476e-01
6.490404e-07	5.615494e-01
6.496885e-07	5.626226e-01
6.503372e-07	5.636367e-01
6.509866e-07	5.616093e-01
6.516367e-07	5.636778e-01
6.522873e-07	5.617373e-01
6.529387e-07	5.686227e-01
6.535907e-07	5.653476e-01
6.542433e-07	5.624167e-01
6.548966e-07	5.617287e-01
6.555505e-07	5.621426e-01
6.562051e-07	5.637557e-01
6.568604e-07	5.631745e-01
6.575163e-07	5.654512e-01
6.581728e-07	5.615146e-01
6.588300e-07	6.167519e-01
6.594879e-07	5.914487e-01
6.601464e-07	5.631703e-01
6.608056e-07	5.607547e-01
6.614654e-07	5.615675e-01
6.621259e-07	5.613235e-01
6.627871e-07	6.072865e-01
6.634489e-07	5.761472e-01
6.641114e-07	5.611540e-01
6.647745e-07	5.621071e-01
6.654383e-07	5.615572e-01
6.661028e-07	5.610051e-01
6.667679e-07	5.642962e-01
6.674337e-07	5.697269e-01
6.681002e-07	5.613695e-01
6.687673e-07	5.610400e-01
6.694351e-07	5.603989e-01
6.701035e-07	5.610233e-01
6.707727e-07	5.601383e-01
6.714424e-07	5.598773e-01
6.721129e-07	5.596995e-01
6.727840e-07	5.596851e-01
6.734558e-07	5.596585e-01
6.741283e-07	5.602751e-01
6.748015e-07	5.601772e-01
6.754753e-07	5.595834e-01
6.761498e-07	5.588996e-01
6.768249e-07	5.592164e-01
6.775007e-07	5.587647e-01
6.781773e-07	5.586659e-01
6.788544e-07	5.587066e-01
6.795323e-07	5.589965e-01
6.802108e-07	5.600506e-01
6.808901e-07	5.589166e-01
6.815700e-07	5.594750e-01
6.822505e-07	5.592301e-01
6.829318e-07	5.587928e-01
6.836137e-07	5.586399e-01
6.842963e-07	5.605831e-01
6.849796e-07	5.588201e-01
6.856636e-07	5.583204e-01
6.863483e-07	5.583682e-01
6.870336e-07	5.581335e-01
6.877196e-07	5.785777e-01
6.884063e-07	5.592766e-01
6.890937e-07	5.580016e-01
6.897818e-07	5.593464e-01
6.904706e-07	5.584252e-01
6.911601e-07	5.608156e-01
6.918502e-07	5.598001e-01
6.925410e-07	5.701907e-01
6.932326e-07	5.593826e-01
6.939248e-07	5.598192e-01
6.946177e-07	5.705772e-01
6.953113e-07	5.607898e-01
6.960056e-07	5.598927e-01
6.967006e-07	5.870760e-01
6.973963e-07	5.607152e-01
6.980926e-07	5.594101e-01
6.987897e-07	5.592769e-01
6.994875e-07	5.602850e-01
7.001859e-07	5.602037e-01
7.008851e-07	5.593905e-01
7.015850e-07	5.616662e-01
7.022855e-07	5.670883e-01
7.029868e-07	5.746329e-01
7.036887e-07	5.606371e-01
7.043914e-07	5.663400e-01
7.050948e-07	5.762829e-01
7.057988e-07	5.588442e-01
7.065036e-07	5.593453e-01
7.072091e-07	5.662842e-01
7.079152e-07	5.582965e-01
7.086221e-07	5.593704e-01
7.093297e-07	5.695553e-01
7.100380e-07	5.591827e-01
7.107470e-07	5.601693e-01
7.114567e-07	5.581968e-01
7.121671e-07	5.654853e-01
