Wavelength	Transit Depth
#(meters)	(percent)
7.128782e-07	5.604346e-01
7.135901e-07	5.602514e-01
7.143026e-07	5.637687e-01
7.150159e-07	5.715363e-01
7.157299e-07	5.624393e-01
7.164445e-07	5.638749e-01
7.171599e-07	5.646357e-01
7.178760e-07	5.660204e-01
7.185929e-07	5.662020e-01
7.193104e-07	5.684192e-01
7.200287e-07	5.736761e-01
7.207476e-07	5.789579e-01
7.214673e-07	5.756887e-01
7.221877e-07	5.810120e-01
7.229089e-07	5.754738e-01
7.236307e-07	5.848333e-01
7.243533e-07	5.760335e-01
7.250766e-07	5.768399e-01
7.258006e-07	5.949756e-01
7.265254e-07	5.779858e-01
7.272508e-07	5.814906e-01
7.279770e-07	5.803655e-01
7.287039e-07	5.860003e-01
7.294315e-07	5.802682e-01
7.301599e-07	5.790240e-01
7.308890e-07	5.860586e-01
7.316188e-07	5.698902e-01
7.323494e-07	5.834744e-01
7.330807e-07	5.671428e-01
7.338127e-07	5.677260e-01
7.345454e-07	5.689212e-01
7.352789e-07	5.657498e-01
7.360131e-07	5.631261e-01
7.367480e-07	5.831074e-01
7.374837e-07	5.623952e-01
7.382201e-07	5.659913e-01
7.389572e-07	5.631702e-01
7.396951e-07	5.596547e-01
7.404337e-07	5.755911e-01
7.411731e-07	5.592295e-01
7.419132e-07	5.916297e-01
7.426540e-07	5.609858e-01
7.433955e-07	5.609666e-01
7.441379e-07	6.201595e-01
7.448809e-07	5.603985e-01
7.456247e-07	6.022695e-01
7.463692e-07	5.609269e-01
7.471145e-07	5.624185e-01
7.478605e-07	5.611009e-01
7.486073e-07	5.582405e-01
7.493548e-07	5.571379e-01
7.501031e-07	5.598371e-01
7.508521e-07	5.708220e-01
7.516018e-07	5.584482e-01
7.523523e-07	5.586427e-01
7.531036e-07	5.585147e-01
7.538556e-07	5.582173e-01
7.546083e-07	5.578162e-01
7.553618e-07	5.605998e-01
7.561161e-07	5.587055e-01
7.568711e-07	5.599862e-01
7.576269e-07	5.634258e-01
7.583834e-07	5.605567e-01
7.591407e-07	5.627446e-01
7.598987e-07	5.618830e-01
7.606575e-07	5.652697e-01
7.614170e-07	5.681880e-01
7.621773e-07	5.682520e-01
7.629384e-07	5.725384e-01
7.637002e-07	5.787179e-01
7.644628e-07	5.901064e-01
7.652261e-07	6.146863e-01
7.659902e-07	6.606525e-01
7.667551e-07	6.879927e-01
7.675207e-07	6.298948e-01
7.682871e-07	6.073701e-01
7.690543e-07	6.257367e-01
7.698222e-07	6.906320e-01
7.705909e-07	6.347845e-01
7.713604e-07	5.907826e-01
7.721306e-07	5.797949e-01
7.729016e-07	5.712547e-01
7.736734e-07	5.682165e-01
7.744459e-07	5.646221e-01
7.752193e-07	5.628709e-01
7.759933e-07	5.623887e-01
7.767682e-07	5.632353e-01
7.775438e-07	5.609155e-01
7.783202e-07	5.608322e-01
7.790974e-07	5.650452e-01
7.798754e-07	5.638627e-01
7.806541e-07	5.622539e-01
7.814336e-07	5.615080e-01
7.822139e-07	5.615426e-01
7.829950e-07	5.627190e-01
7.837768e-07	5.697161e-01
7.845595e-07	5.660826e-01
7.853429e-07	5.595855e-01
7.861271e-07	5.608267e-01
7.869120e-07	5.689302e-01
7.876978e-07	5.597022e-01
7.884844e-07	5.627680e-01
7.892717e-07	5.601987e-01
7.900598e-07	5.587570e-01
7.908487e-07	5.632918e-01
7.916384e-07	5.596969e-01
7.924289e-07	5.623401e-01
7.932201e-07	5.634398e-01
7.940122e-07	5.608138e-01
7.948051e-07	5.618370e-01
7.955987e-07	5.778036e-01
7.963931e-07	5.663687e-01
7.971884e-07	5.679328e-01
7.979844e-07	5.615580e-01
7.987812e-07	5.637873e-01
7.995788e-07	5.631558e-01
8.003772e-07	5.630053e-01
8.011764e-07	5.595832e-01
8.019764e-07	5.657485e-01
8.027772e-07	5.607181e-01
8.035788e-07	5.836687e-01
8.043812e-07	5.664329e-01
8.051844e-07	5.628795e-01
8.059885e-07	5.642264e-01
8.067933e-07	5.704389e-01
8.075989e-07	5.860242e-01
8.084053e-07	5.613545e-01
8.092125e-07	5.700179e-01
8.100205e-07	5.789476e-01
8.108294e-07	5.750396e-01
8.116390e-07	5.882756e-01
8.124495e-07	5.805978e-01
8.132607e-07	5.851940e-01
8.140728e-07	5.643384e-01
8.148857e-07	5.885978e-01
8.156994e-07	5.868406e-01
8.165139e-07	5.678791e-01
8.173292e-07	5.592693e-01
8.181453e-07	5.780448e-01
8.189623e-07	5.683436e-01
8.197801e-07	5.605994e-01
8.205986e-07	5.718788e-01
8.214180e-07	5.596799e-01
8.222382e-07	5.728807e-01
8.230593e-07	6.570688e-01
8.238811e-07	5.624148e-01
8.247038e-07	5.760031e-01
8.255273e-07	5.615790e-01
8.263516e-07	5.585401e-01
8.271768e-07	5.563041e-01
8.280027e-07	5.632167e-01
8.288295e-07	5.705775e-01
8.296571e-07	6.089344e-01
8.304856e-07	5.574679e-01
8.313149e-07	5.755731e-01
8.321450e-07	5.535019e-01
8.329759e-07	5.548506e-01
8.338076e-07	5.627159e-01
8.346402e-07	5.970567e-01
8.354737e-07	6.111202e-01
8.363079e-07	5.773447e-01
8.371430e-07	5.646809e-01
8.379789e-07	5.661736e-01
8.388157e-07	6.018460e-01
8.396533e-07	5.703725e-01
8.404917e-07	5.812106e-01
8.413309e-07	5.660158e-01
8.421710e-07	5.651160e-01
8.430120e-07	5.654410e-01
8.438538e-07	5.686314e-01
8.446964e-07	5.792893e-01
8.455398e-07	5.622494e-01
8.463841e-07	5.926608e-01
8.472293e-07	5.606316e-01
8.480753e-07	5.549644e-01
8.489221e-07	5.623015e-01
8.497698e-07	5.541082e-01
8.506183e-07	5.621713e-01
8.514677e-07	5.567871e-01
8.523179e-07	5.581939e-01
8.531690e-07	5.664099e-01
8.540209e-07	5.613452e-01
8.548737e-07	5.594502e-01
8.557273e-07	5.637403e-01
8.565818e-07	5.700141e-01
8.574371e-07	5.651498e-01
8.582933e-07	5.663204e-01
8.591503e-07	5.652580e-01
8.600082e-07	5.760010e-01
8.608670e-07	5.714546e-01
8.617266e-07	5.782362e-01
8.625870e-07	5.859152e-01
8.634484e-07	5.776465e-01
8.643105e-07	5.775858e-01
8.651736e-07	5.757975e-01
8.660375e-07	5.744204e-01
8.669023e-07	5.723754e-01
8.677679e-07	5.721744e-01
8.686344e-07	5.686784e-01
8.695018e-07	6.218726e-01
8.703700e-07	5.671559e-01
8.712391e-07	5.730516e-01
8.721091e-07	5.594715e-01
8.729799e-07	5.627946e-01
8.738516e-07	5.618055e-01
8.747242e-07	5.667683e-01
8.755976e-07	5.937302e-01
8.764719e-07	5.692535e-01
8.773471e-07	5.649585e-01
8.782232e-07	5.690127e-01
8.791001e-07	5.671629e-01
8.799779e-07	5.733667e-01
8.808566e-07	5.853185e-01
8.817362e-07	5.937614e-01
8.826166e-07	6.017454e-01
8.834980e-07	6.058040e-01
8.843802e-07	6.024518e-01
8.852633e-07	6.019975e-01
8.861472e-07	6.053908e-01
8.870321e-07	6.098770e-01
8.879178e-07	6.117743e-01
8.888044e-07	6.075882e-01
8.896919e-07	6.030221e-01
8.905803e-07	6.036118e-01
8.914696e-07	6.038592e-01
8.923598e-07	6.015156e-01
8.932508e-07	6.021485e-01
8.941428e-07	6.103020e-01
8.950356e-07	6.040405e-01
8.959293e-07	6.039219e-01
8.968239e-07	5.978187e-01
8.977195e-07	6.443103e-01
8.986159e-07	5.962538e-01
8.995132e-07	5.937977e-01
9.004114e-07	5.918646e-01
9.013105e-07	5.861188e-01
9.022104e-07	5.818767e-01
9.031113e-07	5.883712e-01
9.040131e-07	5.758226e-01
9.049158e-07	5.738734e-01
9.058194e-07	5.718831e-01
9.067239e-07	5.712335e-01
9.076293e-07	6.012492e-01
9.085356e-07	5.601310e-01
9.094428e-07	5.800862e-01
9.103509e-07	5.641693e-01
9.112599e-07	5.650497e-01
9.121699e-07	5.866982e-01
9.130807e-07	5.916755e-01
9.139924e-07	5.585444e-01
9.149051e-07	5.612858e-01
9.158187e-07	6.633709e-01
9.167332e-07	6.039282e-01
9.176485e-07	6.068814e-01
9.185648e-07	5.700312e-01
9.194821e-07	5.866232e-01
9.204002e-07	5.933472e-01
9.213193e-07	5.984962e-01
9.222392e-07	5.678991e-01
9.231601e-07	6.040095e-01
9.240819e-07	5.896535e-01
9.250047e-07	5.643659e-01
9.259283e-07	6.504074e-01
9.268529e-07	5.800877e-01
9.277784e-07	5.962169e-01
9.287048e-07	6.458826e-01
9.296322e-07	6.143525e-01
9.305604e-07	5.741900e-01
9.314896e-07	5.699530e-01
9.324197e-07	6.545399e-01
9.333508e-07	6.290279e-01
9.342828e-07	5.935889e-01
9.352157e-07	5.905289e-01
9.361496e-07	6.095949e-01
9.370843e-07	5.733710e-01
9.380200e-07	6.895266e-01
9.389567e-07	6.528119e-01
9.398943e-07	5.906990e-01
9.408328e-07	5.760448e-01
9.417723e-07	6.568345e-01
9.427126e-07	5.964320e-01
9.436540e-07	6.419569e-01
9.445963e-07	6.152498e-01
9.455395e-07	5.865549e-01
9.464836e-07	5.687364e-01
9.474287e-07	6.328960e-01
9.483748e-07	5.908419e-01
9.493218e-07	5.748811e-01
9.502697e-07	5.930699e-01
9.512186e-07	5.718595e-01
9.521684e-07	5.930966e-01
9.531192e-07	5.944343e-01
9.540709e-07	5.773828e-01
9.550236e-07	5.890056e-01
9.559772e-07	6.095584e-01
9.569318e-07	6.380605e-01
9.578873e-07	6.057133e-01
9.588438e-07	5.880917e-01
9.598012e-07	6.202630e-01
9.607596e-07	6.304820e-01
9.617190e-07	5.852372e-01
9.626793e-07	6.237915e-01
9.636406e-07	6.199535e-01
9.646028e-07	5.831686e-01
9.655660e-07	5.955510e-01
9.665301e-07	5.854083e-01
9.674953e-07	5.861759e-01
9.684613e-07	6.041431e-01
9.694284e-07	6.083841e-01
9.703964e-07	5.845167e-01
9.713654e-07	5.886639e-01
9.723353e-07	5.860956e-01
9.733062e-07	5.898726e-01
9.742781e-07	6.150781e-01
9.752510e-07	5.899063e-01
9.762248e-07	5.788500e-01
9.771996e-07	5.807460e-01
9.781754e-07	5.868888e-01
9.791521e-07	6.122564e-01
9.801298e-07	5.848084e-01
9.811085e-07	5.832460e-01
9.820882e-07	5.951671e-01
9.830688e-07	5.939925e-01
9.840505e-07	5.911400e-01
9.850331e-07	6.242807e-01
9.860167e-07	6.124452e-01
9.870012e-07	5.920335e-01
9.879868e-07	6.015884e-01
9.889733e-07	6.005532e-01
9.899609e-07	6.104765e-01
9.909494e-07	5.964056e-01
9.919389e-07	5.985445e-01
9.929294e-07	5.897425e-01
9.939208e-07	5.927531e-01
9.949133e-07	5.893374e-01
9.959068e-07	6.399976e-01
9.969012e-07	5.969618e-01
9.978967e-07	5.861774e-01
9.988931e-07	5.929158e-01
9.998905e-07	5.830504e-01
1.000889e-06	5.936350e-01
1.001888e-06	5.861951e-01
1.002889e-06	5.857350e-01
1.003890e-06	5.917904e-01
1.004893e-06	5.843302e-01
1.005896e-06	5.850443e-01
1.006900e-06	5.817424e-01
1.007906e-06	5.828279e-01
1.008912e-06	5.824096e-01
1.009920e-06	5.812054e-01
1.010928e-06	5.867717e-01
1.011938e-06	5.906203e-01
1.012948e-06	5.808988e-01
1.013960e-06	5.835196e-01
1.014972e-06	5.812749e-01
1.015986e-06	5.883473e-01
1.017000e-06	5.829158e-01
1.018016e-06	5.802834e-01
1.019032e-06	5.863029e-01
1.020050e-06	5.915584e-01
1.021068e-06	5.850248e-01
1.022088e-06	5.781903e-01
1.023108e-06	5.868918e-01
1.024130e-06	5.949094e-01
1.025153e-06	5.808604e-01
1.026176e-06	5.789882e-01
1.027201e-06	5.781573e-01
1.028227e-06	5.765317e-01
1.029253e-06	5.859405e-01
1.030281e-06	5.745102e-01
1.031310e-06	5.776227e-01
1.032340e-06	5.793731e-01
1.033371e-06	5.791546e-01
1.034402e-06	5.753025e-01
1.035435e-06	5.758586e-01
1.036469e-06	5.771340e-01
1.037504e-06	5.727805e-01
1.038540e-06	5.778111e-01
1.039577e-06	5.777262e-01
1.040615e-06	5.707244e-01
1.041654e-06	5.737382e-01
1.042694e-06	5.694833e-01
1.043736e-06	5.793897e-01
1.044778e-06	5.814246e-01
1.045821e-06	5.717902e-01
1.046865e-06	5.739881e-01
1.047911e-06	5.659842e-01
1.048957e-06	5.691721e-01
1.050004e-06	5.684889e-01
1.051053e-06	5.760001e-01
1.052102e-06	5.846471e-01
1.053153e-06	5.627605e-01
1.054205e-06	5.596495e-01
1.055257e-06	5.600729e-01
1.056311e-06	5.601888e-01
1.057366e-06	5.660585e-01
1.058422e-06	5.624940e-01
1.059478e-06	5.783256e-01
1.060536e-06	5.614899e-01
1.061595e-06	5.635417e-01
1.062655e-06	5.726978e-01
1.063717e-06	5.606845e-01
1.064779e-06	5.586358e-01
1.065842e-06	5.723212e-01
1.066906e-06	5.687140e-01
1.067972e-06	5.605957e-01
1.069038e-06	5.661654e-01
1.070105e-06	5.648570e-01
1.071174e-06	5.792283e-01
1.072244e-06	5.735210e-01
1.073314e-06	5.603984e-01
1.074386e-06	5.598363e-01
1.075459e-06	5.589300e-01
1.076533e-06	5.717473e-01
1.077608e-06	5.777654e-01
1.078684e-06	5.870064e-01
1.079761e-06	5.704626e-01
1.080839e-06	5.666199e-01
1.081918e-06	5.819109e-01
1.082999e-06	5.634874e-01
1.084080e-06	5.761551e-01
1.085162e-06	5.715204e-01
1.086246e-06	5.700016e-01
1.087331e-06	5.764742e-01
1.088416e-06	5.715863e-01
1.089503e-06	5.832339e-01
1.090591e-06	5.740256e-01
1.091680e-06	6.078185e-01
1.092770e-06	6.119157e-01
1.093861e-06	5.858627e-01
1.094954e-06	5.945790e-01
1.096047e-06	6.024821e-01
1.097141e-06	5.854369e-01
1.098237e-06	5.855642e-01
1.099334e-06	5.823518e-01
1.100431e-06	5.884473e-01
1.101530e-06	5.931647e-01
1.102630e-06	6.280039e-01
1.103731e-06	5.787331e-01
1.104833e-06	6.275061e-01
1.105936e-06	6.290045e-01
1.107041e-06	5.858662e-01
1.108146e-06	6.036213e-01
1.109253e-06	6.028727e-01
1.110360e-06	6.163120e-01
1.111469e-06	6.097376e-01
1.112579e-06	6.111290e-01
1.113690e-06	6.085370e-01
1.114802e-06	6.561700e-01
1.115915e-06	6.068780e-01
1.117029e-06	6.322615e-01
1.118145e-06	6.174865e-01
1.119261e-06	6.113142e-01
1.120379e-06	6.777208e-01
1.121498e-06	6.147579e-01
1.122618e-06	6.496707e-01
1.123739e-06	6.279197e-01
1.124861e-06	6.252128e-01
1.125984e-06	6.244795e-01
1.127108e-06	6.286630e-01
1.128234e-06	6.513123e-01
1.129360e-06	6.502649e-01
1.130488e-06	6.218666e-01
1.131617e-06	6.231086e-01
1.132747e-06	6.189747e-01
1.133878e-06	6.229877e-01
1.135010e-06	6.325214e-01
1.136143e-06	6.319781e-01
1.137278e-06	6.245076e-01
1.138413e-06	6.196551e-01
1.139550e-06	6.388527e-01
1.140688e-06	6.139121e-01
1.141827e-06	6.171306e-01
1.142967e-06	6.223524e-01
1.144109e-06	6.591210e-01
1.145251e-06	6.208182e-01
1.146395e-06	6.289796e-01
1.147539e-06	6.287910e-01
1.148685e-06	6.296121e-01
1.149832e-06	6.360939e-01
1.150980e-06	6.318853e-01
1.152130e-06	6.346625e-01
1.153280e-06	6.388744e-01
1.154432e-06	6.381219e-01
1.155584e-06	6.420453e-01
1.156738e-06	6.383413e-01
1.157893e-06	6.354567e-01
1.159050e-06	6.284320e-01
1.160207e-06	6.326906e-01
1.161365e-06	6.368619e-01
1.162525e-06	6.877749e-01
1.163686e-06	6.606496e-01
1.164848e-06	6.440755e-01
1.166011e-06	6.357262e-01
1.167175e-06	6.412299e-01
1.168341e-06	6.755487e-01
1.169507e-06	6.669392e-01
1.170675e-06	6.350074e-01
1.171844e-06	6.285401e-01
1.173014e-06	6.277904e-01
1.174186e-06	6.288848e-01
1.175358e-06	6.254496e-01
1.176532e-06	6.240731e-01
1.177707e-06	6.229942e-01
1.178882e-06	6.281342e-01
1.180060e-06	6.322150e-01
1.181238e-06	6.182517e-01
1.182417e-06	6.496780e-01
1.183598e-06	6.180346e-01
1.184780e-06	6.159048e-01
1.185963e-06	6.360258e-01
1.187147e-06	6.195556e-01
1.188333e-06	6.201532e-01
1.189519e-06	6.177810e-01
1.190707e-06	6.147413e-01
1.191896e-06	6.150849e-01
1.193086e-06	6.105623e-01
1.194278e-06	6.089217e-01
1.195470e-06	6.060107e-01
1.196664e-06	6.066751e-01
1.197859e-06	6.038106e-01
1.199055e-06	6.063292e-01
1.200252e-06	6.027220e-01
1.201451e-06	6.020007e-01
1.202650e-06	6.049175e-01
1.203851e-06	5.986685e-01
1.205053e-06	5.999602e-01
1.206257e-06	5.999444e-01
1.207461e-06	5.975881e-01
1.208667e-06	6.079018e-01
1.209874e-06	6.017311e-01
1.211082e-06	5.873428e-01
1.212291e-06	5.936138e-01
1.213502e-06	5.924041e-01
1.214713e-06	5.828899e-01
1.215926e-06	5.834839e-01
1.217140e-06	5.818554e-01
1.218356e-06	5.934096e-01
1.219572e-06	5.787837e-01
1.220790e-06	5.948481e-01
1.222009e-06	5.802544e-01
1.223229e-06	5.775449e-01
1.224451e-06	5.824690e-01
1.225673e-06	6.160051e-01
1.226897e-06	5.823504e-01
1.228122e-06	5.777886e-01
1.229349e-06	5.855658e-01
1.230576e-06	5.892140e-01
1.231805e-06	6.298823e-01
1.233035e-06	5.919221e-01
1.234266e-06	5.856159e-01
1.235499e-06	5.841918e-01
1.236732e-06	6.097600e-01
1.237967e-06	5.738252e-01
1.239204e-06	5.797822e-01
1.240441e-06	5.743987e-01
1.241680e-06	5.702234e-01
1.242919e-06	5.806768e-01
1.244161e-06	5.725760e-01
1.245403e-06	5.723664e-01
1.246646e-06	5.740295e-01
1.247891e-06	5.739739e-01
1.249137e-06	5.766559e-01
1.250385e-06	5.678082e-01
1.251633e-06	5.748295e-01
1.252883e-06	5.654718e-01
1.254134e-06	5.745084e-01
1.255386e-06	5.989554e-01
1.256640e-06	6.160757e-01
1.257895e-06	5.776660e-01
1.259151e-06	5.692495e-01
1.260408e-06	5.713029e-01
1.261667e-06	5.672702e-01
1.262926e-06	5.691633e-01
1.264188e-06	5.693466e-01
1.265450e-06	5.724602e-01
1.266713e-06	5.744723e-01
1.267978e-06	5.735281e-01
1.269244e-06	5.747818e-01
1.270512e-06	6.059377e-01
1.271781e-06	5.672290e-01
1.273050e-06	6.093134e-01
1.274322e-06	5.677358e-01
1.275594e-06	5.719717e-01
1.276868e-06	5.737381e-01
1.278143e-06	6.124684e-01
1.279419e-06	5.725862e-01
1.280697e-06	5.727756e-01
1.281975e-06	5.744141e-01
1.283256e-06	6.035712e-01
1.284537e-06	5.838312e-01
1.285820e-06	5.713274e-01
1.287104e-06	5.765609e-01
1.288389e-06	5.840216e-01
1.289675e-06	5.993665e-01
1.290963e-06	5.742509e-01
1.292252e-06	5.890929e-01
1.293542e-06	5.885235e-01
1.294834e-06	5.826030e-01
1.296127e-06	5.866604e-01
1.297421e-06	5.915000e-01
1.298717e-06	5.824036e-01
1.300014e-06	5.778377e-01
1.301312e-06	5.971772e-01
1.302611e-06	5.844192e-01
1.303912e-06	5.986067e-01
1.305214e-06	5.894560e-01
1.306517e-06	5.931500e-01
1.307822e-06	6.049097e-01
1.309128e-06	6.510261e-01
1.310435e-06	6.161658e-01
1.311743e-06	6.141294e-01
1.313053e-06	6.079036e-01
1.314364e-06	6.144218e-01
1.315677e-06	6.149328e-01
1.316991e-06	6.168908e-01
1.318306e-06	6.167653e-01
1.319622e-06	6.071440e-01
1.320940e-06	6.340540e-01
1.322259e-06	6.188861e-01
1.323579e-06	6.121835e-01
1.324901e-06	6.149575e-01
1.326224e-06	6.109081e-01
1.327548e-06	6.030528e-01
1.328874e-06	6.363553e-01
1.330200e-06	6.388581e-01
1.331529e-06	6.461914e-01
1.332858e-06	6.572788e-01
1.334189e-06	6.197109e-01
1.335521e-06	6.196335e-01
1.336855e-06	6.287773e-01
1.338190e-06	6.276559e-01
1.339526e-06	6.273501e-01
1.340864e-06	6.321749e-01
1.342203e-06	6.332382e-01
1.343543e-06	6.495867e-01
1.344884e-06	7.161918e-01
1.346227e-06	6.330301e-01
1.347572e-06	6.483394e-01
1.348917e-06	6.347603e-01
1.350264e-06	6.474610e-01
1.351612e-06	6.483517e-01
1.352962e-06	6.390242e-01
1.354313e-06	6.464147e-01
1.355665e-06	6.551842e-01
1.357019e-06	6.443637e-01
1.358374e-06	6.905243e-01
1.359730e-06	6.373821e-01
1.361088e-06	7.694163e-01
1.362447e-06	6.533524e-01
1.363808e-06	6.347305e-01
1.365170e-06	6.361039e-01
1.366533e-06	6.521182e-01
1.367897e-06	6.395760e-01
1.369263e-06	6.508021e-01
1.370630e-06	6.518091e-01
1.371999e-06	6.408834e-01
1.373369e-06	6.358778e-01
1.374740e-06	6.372671e-01
1.376113e-06	6.416615e-01
1.377487e-06	6.366270e-01
1.378863e-06	6.420445e-01
1.380240e-06	6.749083e-01
1.381618e-06	6.383940e-01
1.382997e-06	6.420445e-01
1.384378e-06	6.592650e-01
1.385761e-06	6.515680e-01
1.387144e-06	6.419960e-01
1.388530e-06	6.369396e-01
1.389916e-06	7.125940e-01
1.391304e-06	6.397766e-01
1.392693e-06	6.848991e-01
1.394084e-06	6.331218e-01
1.395476e-06	6.400450e-01
1.396869e-06	6.351531e-01
1.398264e-06	6.375949e-01
1.399660e-06	6.875949e-01
1.401058e-06	6.766617e-01
1.402457e-06	6.378710e-01
1.403857e-06	6.351158e-01
1.405259e-06	6.537395e-01
1.406662e-06	6.592836e-01
1.408067e-06	6.410363e-01
1.409473e-06	6.464088e-01
1.410880e-06	6.597228e-01
1.412289e-06	6.405714e-01
1.413699e-06	6.387179e-01
1.415111e-06	6.322693e-01
1.416524e-06	6.298311e-01
1.417939e-06	6.325262e-01
1.419354e-06	6.592258e-01
1.420772e-06	7.487563e-01
1.422190e-06	6.850892e-01
1.423611e-06	6.850909e-01
1.425032e-06	6.426696e-01
1.426455e-06	6.307997e-01
1.427879e-06	6.384248e-01
1.429305e-06	6.672514e-01
1.430732e-06	6.233592e-01
1.432161e-06	6.525490e-01
1.433591e-06	6.273381e-01
1.435023e-06	6.241107e-01
1.436456e-06	6.329792e-01
1.437890e-06	6.301805e-01
1.439326e-06	6.231912e-01
1.440763e-06	6.437482e-01
1.442202e-06	6.212456e-01
1.443642e-06	6.121967e-01
1.445083e-06	6.313830e-01
1.446526e-06	6.400284e-01
1.447971e-06	6.363973e-01
1.449416e-06	6.098999e-01
1.450864e-06	6.466351e-01
1.452312e-06	6.189933e-01
1.453763e-06	6.633527e-01
1.455214e-06	6.157040e-01
1.456667e-06	7.222328e-01
1.458122e-06	6.884294e-01
1.459578e-06	6.551963e-01
1.461035e-06	6.062076e-01
1.462494e-06	6.635337e-01
1.463955e-06	6.391816e-01
1.465416e-06	6.030395e-01
1.466880e-06	6.388586e-01
1.468344e-06	6.170111e-01
1.469811e-06	6.171710e-01
1.471278e-06	6.135835e-01
1.472747e-06	6.021883e-01
1.474218e-06	6.427456e-01
1.475690e-06	6.327149e-01
1.477164e-06	6.385796e-01
1.478639e-06	6.445394e-01
1.480115e-06	6.238394e-01
1.481593e-06	6.173402e-01
1.483072e-06	6.012623e-01
1.484553e-06	6.445009e-01
1.486036e-06	6.201219e-01
1.487520e-06	6.460360e-01
1.489005e-06	6.135277e-01
1.490492e-06	6.156207e-01
1.491980e-06	6.247940e-01
1.493470e-06	6.540998e-01
1.494961e-06	6.058092e-01
1.496454e-06	6.408201e-01
1.497948e-06	6.231671e-01
1.499444e-06	6.007221e-01
1.500941e-06	6.006010e-01
1.502440e-06	6.168758e-01
1.503940e-06	6.031563e-01
1.505442e-06	6.052813e-01
1.506945e-06	6.164562e-01
1.508450e-06	6.046651e-01
1.509956e-06	5.963458e-01
1.511464e-06	6.098666e-01
1.512973e-06	5.896857e-01
1.514484e-06	6.043092e-01
1.515996e-06	6.074800e-01
1.517510e-06	6.467105e-01
1.519025e-06	6.551272e-01
1.520542e-06	5.935981e-01
1.522060e-06	6.480674e-01
1.523580e-06	5.921647e-01
1.525101e-06	6.079397e-01
1.526624e-06	5.876498e-01
1.528149e-06	6.076952e-01
1.529675e-06	6.020428e-01
1.531202e-06	6.584679e-01
1.532731e-06	6.045929e-01
1.534262e-06	6.363957e-01
1.535794e-06	6.157257e-01
1.537327e-06	6.531457e-01
1.538862e-06	5.926385e-01
1.540399e-06	5.926174e-01
1.541937e-06	6.067872e-01
1.543477e-06	5.889802e-01
1.545018e-06	5.999110e-01
1.546561e-06	6.098983e-01
1.548105e-06	5.823096e-01
1.549651e-06	6.455147e-01
1.551198e-06	6.062619e-01
1.552747e-06	5.845930e-01
1.554298e-06	6.193219e-01
1.555850e-06	5.968417e-01
1.557403e-06	6.045964e-01
1.558958e-06	5.853431e-01
1.560515e-06	5.960401e-01
1.562073e-06	5.917802e-01
1.563633e-06	5.847415e-01
1.565194e-06	6.114712e-01
1.566757e-06	6.035249e-01
1.568322e-06	5.874266e-01
1.569888e-06	5.837150e-01
1.571455e-06	5.826846e-01
1.573024e-06	6.198490e-01
1.574595e-06	6.002952e-01
1.576167e-06	5.842556e-01
1.577741e-06	5.939180e-01
1.579317e-06	5.878319e-01
1.580894e-06	5.881285e-01
1.582472e-06	6.122731e-01
1.584053e-06	5.857395e-01
1.585634e-06	5.974407e-01
1.587218e-06	6.032142e-01
1.588802e-06	5.852365e-01
1.590389e-06	6.152829e-01
1.591977e-06	5.786634e-01
1.593567e-06	5.968811e-01
1.595158e-06	5.751405e-01
1.596751e-06	5.835137e-01
1.598345e-06	6.120247e-01
1.599941e-06	6.221122e-01
1.601539e-06	5.757339e-01
1.603138e-06	5.760997e-01
1.604739e-06	6.216970e-01
1.606341e-06	5.933526e-01
1.607945e-06	5.756240e-01
1.609551e-06	6.047903e-01
1.611158e-06	5.825280e-01
1.612767e-06	6.475111e-01
1.614377e-06	5.740319e-01
1.615989e-06	6.175405e-01
1.617603e-06	5.801705e-01
1.619218e-06	6.190965e-01
1.620835e-06	5.848818e-01
1.622453e-06	5.728515e-01
1.624073e-06	5.773248e-01
1.625695e-06	6.269627e-01
1.627318e-06	5.754462e-01
1.628943e-06	5.747734e-01
1.630570e-06	5.746936e-01
1.632198e-06	6.439665e-01
1.633828e-06	5.757067e-01
1.635459e-06	5.804287e-01
1.637092e-06	5.829445e-01
1.638727e-06	5.815803e-01
1.640363e-06	5.832363e-01
1.642001e-06	5.733131e-01
1.643641e-06	5.765825e-01
1.645282e-06	5.796306e-01
1.646925e-06	5.831078e-01
1.648570e-06	5.714064e-01
1.650216e-06	5.738122e-01
1.651864e-06	5.898776e-01
1.653513e-06	5.781733e-01
1.655164e-06	5.849895e-01
1.656817e-06	5.856027e-01
1.658471e-06	5.753473e-01
1.660127e-06	5.827870e-01
1.661785e-06	5.737062e-01
1.663444e-06	5.795626e-01
1.665105e-06	5.744792e-01
1.666768e-06	5.726351e-01
1.668432e-06	5.758783e-01
1.670098e-06	5.786048e-01
1.671766e-06	6.061980e-01
1.673435e-06	5.829765e-01
1.675106e-06	5.827126e-01
1.676779e-06	5.839602e-01
1.678453e-06	6.087962e-01
1.680129e-06	5.755281e-01
1.681807e-06	5.737804e-01
1.683486e-06	5.822084e-01
1.685167e-06	5.809577e-01
1.686850e-06	6.167756e-01
1.688534e-06	5.809258e-01
1.690220e-06	6.377515e-01
1.691908e-06	5.996311e-01
1.693598e-06	5.771527e-01
1.695289e-06	5.873603e-01
1.696982e-06	6.213944e-01
1.698676e-06	5.774988e-01
1.700372e-06	5.794859e-01
1.702070e-06	5.786024e-01
