#=================================================================================================
# Title: Diffuser-assisted Photometric Follow-up Observations of the Neptune-sized planets K2-28b and K2-100b
# Authors: Stefansson et al. 2018
#=================================================================================================
# Columns:
# BJD_TDB                  - Barycentric Julian Day (BJD) (unit: d)
# rel_flux                 - Relative flux of the target star (unit: -)
# rel_flux_err             - Uncertainty in the relative flux of the target star (unit: -)
# model_time               - Model BJD_TDB axis (unit: d)
# model_flux               - Best-fit model flux (unit: -)
# residual                 - Residuals from best-fit transit fit (unit: -)
#=================================================================================================
# Notes: Diffuser-assisted observations of the transit of K2-100b with the 3.5m Telescope at
# Apache Point Observatory
#=================================================================================================
BJD_TDB	model_flux	model_time	rel_flux	rel_flux_err	residual
2457828.621944	1.0	2457828.621944	0.9999453331119916	0.00059029564571772	-5.466688800837005e-05
2457828.622137	1.0	2457828.622137	0.9997017581024094	0.0005896898614015878	-0.0002982418975907564
2457828.622329	1.0	2457828.622329	0.9995783345416088	0.0005899059763202593	-0.0004216654583912849
2457828.62252	1.0	2457828.62252	1.0010983079637812	0.0005897262527090237	0.0010983079637811868
2457828.622713	1.0	2457828.622713	0.9998577023493668	0.0005890850890063156	-0.00014229765063333846
2457828.622905	1.0	2457828.622905	0.9995078088221521	0.0005897188279853268	-0.0004921911778479338
2457828.623099	1.0	2457828.623099	1.0000418005186404	0.0005895729825099647	4.180051864044465e-05
2457828.62329	1.0	2457828.62329	0.9997100010620832	0.0005894090914216376	-0.0002899989379168133
2457828.623482	1.0	2457828.623482	1.0002175469178705	0.0005898747138494202	0.00021754691787045918
2457828.623674	1.0	2457828.623674	0.9990950933645228	0.0005898304578522063	-0.0009049066354771539
2457828.623866	1.0	2457828.623866	0.9997154743527656	0.0005890492230511363	-0.0002845256472345792
2457828.624057	1.0	2457828.624057	1.0000139061764868	0.000589805776976851	1.3906176486777609e-05
2457828.624249	1.0	2457828.624249	0.9996918024872468	0.0005904906447787593	-0.0003081975127532388
2457828.624441	1.0	2457828.624441	1.0005925458453648	0.000590799673298981	0.0005925458453648336
2457828.624633	1.0	2457828.624633	0.9999679536582184	0.0005893441705397072	-3.2046341781777336e-05
2457828.624824	1.0	2457828.624824	0.9991064037155409	0.0005887298059275192	-0.0008935962844589529
2457828.625016	1.0	2457828.625016	1.0007884091542856	0.0005880567269621969	0.0007884091542855742
2457828.625208	1.0	2457828.625208	1.000738568652909	0.0005886431388354762	0.0007385686529091108
2457828.6254	1.0	2457828.6254	1.00016813425125	0.0005889387507589069	0.00016813425125006276
2457828.625592	1.0	2457828.625592	1.0002055166740689	0.0005896359831745766	0.00020551667406865093
2457828.625784	1.0	2457828.625784	0.9997929169880732	0.0005895154753367271	-0.00020708301192695624
2457828.625975	1.0	2457828.625975	1.00028421957555	0.0005897383514999353	0.00028421957555013755
2457828.626167	1.0	2457828.626167	1.000583378551692	0.0005895885932144941	0.0005833785516919933
2457828.626359	1.0	2457828.626359	0.9994022411980636	0.0005890300102971383	-0.0005977588019363544
2457828.62655	1.0	2457828.62655	0.9989971512448902	0.0005889481098944822	-0.0010028487551096976
2457828.626742	1.0	2457828.626742	0.99955093558768	0.0005911951333045795	-0.000449064412320066
2457828.626937	1.0	2457828.626937	0.9999886612128585	0.0005889918978917968	-1.1338787141434993e-05
2457828.62713	1.0	2457828.62713	0.9996359389589556	0.000590044017376164	-0.0003640610410442502
2457828.627323	1.0	2457828.627323	0.9996182554173321	0.0005890738452129326	-0.00038174458266815314
2457828.6275150003	1.0	2457828.6275150003	1.0002925300466698	0.0005911812778889332	0.0002925300466698477
2457828.627708	1.0	2457828.627708	1.0008624682336604	0.0005895239691129332	0.0008624682336604295
2457828.6279	1.0	2457828.6279	0.9996959050391268	0.0005880822753922793	-0.00030409496087324683
2457828.628092	1.0	2457828.628092	1.0001316724537463	0.0005910641454825982	0.0001316724537463454
2457828.628283	1.0	2457828.628283	1.0000475796007688	0.0005877711745546564	4.757960076884338e-05
2457828.628475	1.0	2457828.628475	1.0001592762051394	0.0005854759801532742	0.00015927620513944696
2457828.628667	1.0	2457828.628667	0.9998012118135284	0.0005867755595877017	-0.0001987881864715657
2457828.628859	1.0	2457828.628859	1.0003578211269464	0.0005847928639128994	0.00035782112694637824
2457828.629051	1.0	2457828.629051	1.0011569690925572	0.0005834501068408865	0.0011569690925572473
2457828.629434	1.0	2457828.629434	0.999505922700104	0.0005836790354392613	-0.0004940772998960341
2457828.629818	1.0	2457828.629818	1.0005290674865348	0.0005839660854547963	0.0005290674865348066
2457828.630009	1.0	2457828.630009	0.9998294267644151	0.0005825770384495201	-0.00017057323558500315
2457828.630201	1.0	2457828.630201	1.000006957335403	0.0005813494720959152	6.957335402679732e-06
2457828.630393	1.0	2457828.630393	1.0002637256001154	0.0005800313366875839	0.00026372560011544977
