#=================================================================================================
# Title: Diffuser-assisted Photometric Follow-up Observations of the Neptune-sized planets K2-28b and K2-100b
# Authors: Stefansson et al. 2018
#=================================================================================================
# Columns:
# BJD_TDB                  - Barycentric Julian Day (BJD) (unit: d)
# rel_flux                 - Relative flux of the target star (unit: -)
# rel_flux_err             - Uncertainty in the relative flux of the target star (unit: -)
# model_time               - Model BJD_TDB axis (unit: d)
# model_flux               - Best-fit model flux (unit: -)
# residual                 - Residuals from best-fit transit fit (unit: -)
#=================================================================================================
# Notes: Diffuser-assisted observations of the transit of K2-28b with the 3.5m Telescope at
# Apache Point Observatory
#=================================================================================================
BJD_TDB	model_flux	model_time	rel_flux	rel_flux_err	residual
2457931.842628	1.0	2457931.842628	0.9957478211933712	0.0015480213144486177	-0.004252178806628759
2457931.843382	1.0	2457931.843382	0.9966950121661204	0.0015366871344015599	-0.003304987833879669
2457931.84414	1.0	2457931.84414	1.0007702943403514	0.0015359178076872794	0.0007702943403513629
2457931.844517	1.0	2457931.844517	0.9998774645985083	0.0015307307731351654	-0.0001225354014915414
2457931.844894	1.0	2457931.844894	0.9970022203168796	0.0015241822331160141	-0.0029977796831204273
2457931.845271	1.0	2457931.845271	1.0013593806416814	0.0015250075232833029	0.0013593806416813956
2457931.845648	1.0	2457931.845648	1.002679575821131	0.001525056102415275	0.002679575821131319
2457931.846025	1.0	2457931.846025	0.9974639393338716	0.0015218917668313912	-0.0025360606661283262
2457931.846402	1.0	2457931.846402	1.0018349294750737	0.0015224664067127872	0.0018349294750734657
2457931.846779	1.0	2457931.846779	1.001125925326813	0.001520299918659525	0.0011259253268129932
2457931.8471560003	1.0	2457931.8471560003	0.9994821495851612	0.0015207467655164134	-0.0005178504148388717
2457931.847533	1.0	2457931.847533	1.0013826747576025	0.0015212620620651247	0.0013826747576024536
2457931.84791	1.0	2457931.84791	1.001605363254338	0.0015194927887953562	0.0016053632543380214
2457931.848287	1.0	2457931.848287	0.9988812470196669	0.0015170229714167266	-0.0011187529803331486
2457931.848664	1.0	2457931.848664	0.9971330806466676	0.0015109103010346205	-0.002866919353332276
2457931.849041	1.0	2457931.849041	0.9980444840939794	0.0015086747871858044	-0.001955515906020611
2457931.849418	1.0	2457931.849418	1.0048210464983571	0.0015110424193463155	0.004821046498356907
2457931.850176	1.0	2457931.850176	0.9999639877909012	0.0015002877550310144	-3.601220909865699e-05
2457931.850554	1.0	2457931.850554	1.002232827018748	0.0015020876853162053	0.0022328270187479404
2457931.850931	1.0	2457931.850931	1.0029777821342714	0.0015039855583301222	0.0029777821342713558
2457931.8513080003	1.0	2457931.8513080003	1.0000817317890098	0.0015023285410866052	8.173178900983125e-05
2457931.852067	1.0	2457931.852067	0.999399618768591	0.001500814504621285	-0.0006003812314090418
2457931.853198	1.0	2457931.853198	0.9993911691781532	0.0014974182922077679	-0.0006088308218468175
2457931.853578	1.0	2457931.853578	0.9964747911376628	0.0014925923415576774	-0.003525208862337092
2457931.853955	1.0	2457931.853955	0.9967500003399972	0.0014945333219398063	-0.0032499996600028336
2457931.854332	1.0	2457931.854332	0.9999149427494258	0.0014997977066388431	-8.505725057417202e-05
2457931.854708	1.0	2457931.854708	1.0023027173574657	0.0015004910633747244	0.0023027173574656783
2457931.855839	1.0	2457931.855839	0.9978896191390076	0.0014923661383002204	-0.0021103808609924672
2457931.856216	1.0	2457931.856216	0.9987374314398756	0.0014986038801976984	-0.0012625685601242993
2457931.856593	1.0	2457931.856593	1.0032230905301371	0.0014888162506702595	0.0032230905301371404
2457931.856971	1.0	2457931.856971	0.998511398729087	0.001484598559956253	-0.0014886012709129925
2457931.857348	1.0	2457931.857348	1.000875785664326	0.0014845874898724392	0.0008757856643260009
2457931.857724	1.0	2457931.857724	1.0006866151744338	0.0014824061141511722	0.0006866151744338023
2457931.858101	1.0	2457931.858101	1.0014115668472874	0.0014803966740589436	0.0014115668472873821
2457931.8592310003	1.0	2457931.8592310003	0.9981447395792624	0.0014659915137010945	-0.0018552604207374699
2457931.859608	1.0	2457931.859608	1.0019401506963823	0.001466062764553357	0.0019401506963823145
2457931.860739	1.0	2457931.860739	0.9940383130683448	0.0014593349565203116	-0.005961686931655108
2457931.861117	1.0	2457931.861117	1.004725006308131	0.0014656438452665874	0.004725006308130997
2457931.861495	1.0	2457931.861495	1.0021157463066606	0.0014615349698935294	0.00211574630666056
2457931.861873	1.0	2457931.861873	1.0008681268384056	0.0014595792453141216	0.0008681268384056473
2457931.86225	1.0	2457931.86225	1.0013600508514844	0.001460156221467399	0.0013600508514843845
2457931.863004	1.0	2457931.863004	0.9988583066748146	0.0014579004174739233	-0.001141693325185433
2457931.86338	1.0	2457931.86338	0.9996066438621296	0.0014553377362260993	-0.0003933561378702821
2457931.863757	1.0	2457931.863757	0.999432626726798	0.0014499405812546315	-0.0005673732732021097
2457931.866019	1.0	2457931.866019	0.9983567977437297	0.001456019016695093	-0.0016432022562703483
2457931.866395	1.0	2457931.866395	1.0012064259300042	0.001455712433767938	0.0012064259300041955
2457931.867149	1.0	2457931.867149	1.0015177684544387	0.0014495193707622506	0.0015177684544387393
2457931.867526	1.0	2457931.867526	1.0013848757014017	0.001447672958914125	0.0013848757014016664
2457931.867903	1.0	2457931.867903	1.0015615199146324	0.0014494304769536329	0.001561519914632381
2457931.8682790003	1.0	2457931.8682790003	1.0011395025695309	0.0014454858580538346	0.001139502569530659
2457931.869033	1.0	2457931.869033	0.995280765542064	0.0014435821803092342	-0.004719234457936095
2457931.869787	1.0	2457931.869787	1.0056587725528872	0.0016727972033527055	0.005658772552886937
2457931.870164	1.0	2457931.870164	1.0019364864568825	0.001869551890876838	0.0019364864568824913
2457931.8731810004	1.0	2457931.8731810004	0.9993561484582716	0.001444163991099239	-0.000643851541728413
2457931.873559	1.0	2457931.873559	0.9972221916180084	0.0014430783250988185	-0.002777808381991487
2457931.873937	1.0	2457931.873937	1.0046527163294972	0.001593886888638433	0.004652716329496931
2457931.877705	0.9999540226867296	2457931.877705	1.004766238563252	0.001447516580945247	0.004812215876522474
2457931.878082	0.999791788162258	2457931.878082	0.9983921853889742	0.0014456563419451868	-0.0013996027732838812
2457931.8784580003	0.9995583037890652	2457931.8784580003	0.9992822611541784	0.0014489416363940508	-0.0002760426348870082
2457931.879214	0.9989377558909605	2457931.879214	0.9930909429646264	0.0014413922009140214	-0.005846812926334044
2457931.879591	0.9985743917609106	2457931.879591	0.9984753481756792	0.0014454331492658274	-9.904358523138423e-05
2457931.879968	0.9981867438768484	2457931.879968	0.9984986178836572	0.0014424049912828002	0.00031187400680887656
2457931.880345	0.9977825852686464	2457931.880345	0.9984881254709111	0.0014398596707880878	0.000705540202264876
2457931.881101	0.996952473343152	2457931.881101	0.9986182672069182	0.0014329600153540414	0.0016657938637661962
2457931.881478	0.9965439487477114	2457931.881478	0.9984499558058176	0.0014287945857585727	0.0019060070581062851
2457931.881855	0.9961499821812012	2457931.881855	0.9949209602845359	0.0014206219633838813	-0.0012290218966651836
2457931.882232	0.9957802442066658	2457931.882232	0.9950294508010348	0.001417181315854546	-0.0007507934056310006
2457931.882609	0.995447319491202	2457931.882609	0.9924230412495666	0.0014168718043738636	-0.0030242782416355363
2457931.883364	0.995005096071404	2457931.883364	0.9890812252672858	0.001412838961289472	-0.005923870804118048
2457931.883741	0.9948766569592756	2457931.883741	0.9961774540889271	0.001421039576186532	0.0013007971296512546
2457931.884119	0.9947633570076316	2457931.884119	0.9947808908080696	0.0014203314133448385	1.753380043778563e-05
2457931.886004	0.994337464198214	2457931.886004	0.9949478337215468	0.0014165095737124491	0.000610369523332599
2457931.886758	0.9942101200465102	2457931.886758	0.9955204524866632	0.0014199224430715641	0.0013103324401528835
2457931.887135	0.9941530823437228	2457931.887135	0.9943014335893277	0.001418236460140676	0.00014835124560474974
2457931.887513	0.9940998003745772	2457931.887513	0.9983580170644956	0.0014207118283047226	0.004258216689918326
2457931.8878900004	0.99405023210125	2457931.8878900004	0.9938488371838462	0.0014101521084990427	-0.00020139491740367443
2457931.888267	0.9940039540420132	2457931.888267	0.9964979730103594	0.0014113985998325262	0.0024940189683461127
2457931.888644	0.9939607253590881	2457931.888644	0.9922553311610498	0.0014090271203006026	-0.0017053941980381682
2457931.889021	0.9939203361974076	2457931.889021	0.9973213917818248	0.0014093370943677646	0.0034010555844171675
2457931.8894	0.9938824086009828	2457931.8894	0.9953688575476912	0.001409448612881293	0.0014864489467082411
2457931.889777	0.9938471794408156	2457931.889777	0.9989484607318934	0.0014104015769117707	0.005101281291077786
2457931.890154	0.9938142973212348	2457931.890154	0.9920883334727424	0.0014062717668002925	-0.001725963848492551
2457931.890908	0.9937550742086788	2457931.890908	0.9931215820353612	0.0014087268647097742	-0.0006334921733175403
2457931.891285	0.9937285160282392	2457931.891285	0.9929887252361272	0.0014094030501914186	-0.0007397907921120607
2457931.891662	0.9937038672971716	2457931.891662	0.997159894559622	0.0014116147791651227	0.003456027262450534
2457931.892039	0.993681045513437	2457931.892039	0.9968199804716144	0.0014126830591970323	0.0031389349581774084
2457931.892417	0.9936599231079836	2457931.892417	0.9958590807663248	0.0014120367547487565	0.002199157658341222
2457931.892793	0.9936405944203792	2457931.892793	0.9927080679497065	0.0014162676142175194	-0.0009325264706726566
2457931.893172	0.99362274920808	2457931.893172	0.9945517286511928	0.0014196634564876904	0.0009289794431127653
2457931.8935490004	0.9936065758973628	2457931.8935490004	0.992874902400336	0.0014177217360367912	-0.0007316734970267412
2457931.8943040003	0.9935787322083028	2457931.8943040003	0.996184185529885	0.0014189005921765435	0.0026054533215821296
2457931.894681	0.9935670191838292	2457931.894681	0.9918973151656788	0.0014112142894354095	-0.001669704018150142
2457931.895058	0.9935567200534802	2457931.895058	0.9924974354122644	0.001406049294934241	-0.0010592846412158519
2457931.896189	0.993534043345668	2457931.896189	0.9894510501598056	0.0014049405454907155	-0.004082993185862249
2457931.897322	0.9935233007311872	2457931.897322	0.9934109133065296	0.0014043350798275064	-0.0001123874246578005
2457931.897698	0.9935223320334681	2457931.897698	0.9915552636986094	0.0014022487070588351	-0.0019670683348586016
2457931.898828	0.9935271724435448	2457931.898828	0.995655452202117	0.0013950764861366072	0.0021282797585723268
2457931.899205	0.9935313893436534	2457931.899205	0.9914519427137708	0.0013873676048578038	-0.0020794466298825753
2457931.899959	0.9935437903740401	2457931.899959	0.9950020166029224	0.0013969875356001807	0.0014582262288824757
2457931.900336	0.9935520075855868	2457931.900336	0.9935011146222206	0.0013973255217197072	-5.089296336624472e-05
2457931.900712	0.9935615702761	2457931.900712	0.992817166520952	0.0013925502358768675	-0.0007444037551479488
2457931.901108	0.9935731466515609	2457931.901108	0.9914357113269852	0.0013875639328348687	-0.002137435324575776
2457931.901485	0.9935856339989029	2457931.901485	0.9913310880175852	0.0013900865940820425	-0.002254545981317801
2457931.901862	0.9935995873296818	2457931.901862	0.9941637351829848	0.00139076143435583	0.0005641478533029431
2457931.902239	0.9936150464429512	2457931.902239	0.9920788028442916	0.0013896155067316658	-0.001536243598659337
2457931.902616	0.9936320563108524	2457931.902616	0.9910729048501148	0.001389726384943998	-0.0025591514607373744
2457931.90337	0.9936709363237884	2457931.90337	0.9907778526922186	0.0013912463462253638	-0.002893083631569815
2457931.904501	0.9937423575800541	2457931.904501	0.9942899519290256	0.001391595292872492	0.0005475943489714473
2457931.905632	0.9938314520231007	2457931.905632	0.995667893030648	0.0013948216387537715	0.001836441007547096
2457931.9071400003	0.9939830554019408	2457931.9071400003	0.9928738121595568	0.0013849866977796686	-0.0011092432423839282
2457931.907517	0.9940278570807308	2457931.907517	0.9967635539184836	0.0013840944088320515	0.0027356968377529878
2457931.907894	0.9940758305055896	2457931.907894	0.9936888682076986	0.0013791391773649716	-0.0003869622978910359
2457931.908271	0.9941272346498864	2457931.908271	0.9915851061030796	0.0013737751867656267	-0.002542128546806688
2457931.9086490003	0.9941825215319346	2457931.9086490003	0.9936424637810768	0.001378527259958207	-0.0005400577508577474
2457931.9094020003	0.9943053038279124	2457931.9094020003	0.9952823349707848	0.0013746987014077573	0.0009770311428725087
2457931.909779	0.9943740165667908	2457931.909779	0.9934292547381166	0.0013738290646450545	-0.0009447618286743119
2457931.910533	0.9945290133473598	2457931.910533	0.99627573297843	0.0013762136036439365	0.0017467196310703148
2457931.911665	0.9948210410881309	2457931.911665	0.9962759557803964	0.0013776501196715587	0.001454914692265663
2457931.912042	0.9949414713518544	2457931.912042	0.9936538441899284	0.0013765682222947025	-0.001287627161925764
2457931.913172	0.9956138974062156	2457931.913172	0.9956203476517884	0.001373616431973048	6.450245572775515e-06
2457931.9135490004	0.9959677258471128	2457931.9135490004	0.9948471604073852	0.0013728730481725345	-0.0011205654397273834
2457931.913926	0.9963513223842192	2457931.913926	0.9950396625826584	0.0013747900267857154	-0.0013116598015610046
2457931.91468	0.9971666430926877	2457931.91468	0.9962997824907676	0.001372657111101843	-0.0008668606019199832
2457931.915056	0.9975804302021862	2457931.915056	0.9992828482250522	0.0013805788504365933	0.0017024180228659702
2457931.9154330003	0.9979899470683729	2457931.9154330003	0.9984230093111472	0.0013790382105811547	0.00043306224277428473
2457931.91581	0.9983866459443534	2457931.91581	0.9983994084314398	0.0013833569608382266	1.2762487086370733e-05
2457931.916187	0.9987629313306822	2457931.916187	0.9957761885316784	0.0013802961969970745	-0.0029867427990037947
2457931.916564	0.9991107653401872	2457931.916564	0.999879678674372	0.0013871209322609064	0.0007689133341848288
2457931.916941	0.9994212561506851	2457931.916941	0.999878972653589	0.0013907724293536785	0.00045771650290404864
2457931.917318	0.9996838791455841	2457931.917318	0.9993891127357796	0.0013912417915001199	-0.0002947664098043034
2457931.9176950003	0.9998845559351014	2457931.9176950003	1.001294548889707	0.0013920158750963176	0.0014099929546055325
2457931.918071	0.999996674775852	2457931.918071	0.994899513660775	0.0013852604268291392	-0.005097161115076854
2457931.918825	1.0	2457931.918825	0.9988802633307924	0.0013736974920435774	-0.001119736669207616
2457931.919202	1.0	2457931.919202	1.0014030693458795	0.0013739848923411092	0.0014030693458797485
2457931.919578	1.0	2457931.919578	0.9985776260790312	0.001367788750156994	-0.001422373920968889
2457931.920332	1.0	2457931.920332	0.99595903680486	0.0013593014164282901	-0.004040963195140135
2457931.920709	1.0	2457931.920709	1.0000036484235468	0.0013615744430203495	3.6484235468314803e-06
2457931.921085	1.0	2457931.921085	0.9994548838039224	0.0013608881240644724	-0.0005451161960775551
2457931.921462	1.0	2457931.921462	0.9991017234370552	0.0013605227444471715	-0.000898276562944722
2457931.92222	1.0	2457931.92222	1.0009151351227903	0.0013646437385196506	0.0009151351227905113
2457931.922974	1.0	2457931.922974	1.004815151521532	0.0013579698184642145	0.004815151521532003
2457931.92335	1.0	2457931.92335	0.99897657833671	0.0013510391715509786	-0.0010234216632900583
2457931.923727	1.0	2457931.923727	1.0017373886173924	0.001355658895594474	0.0017373886173923658
2457931.924104	1.0	2457931.924104	1.0005182420888323	0.0013561705571718296	0.0005182420888323325
2457931.924859	1.0	2457931.924859	1.0000124709746026	0.001351919541361551	1.2470974602551975e-05
2457931.925236	1.0	2457931.925236	0.998686729240862	0.0013523137965168724	-0.0013132707591381187
2457931.925613	1.0	2457931.925613	1.0049027152258698	0.0013591032246277762	0.004902715225869825
2457931.926744	1.0	2457931.926744	1.003429008110192	0.0013587333545579045	0.0034290081101919783
2457931.927121	1.0	2457931.927121	0.9967479813704964	0.001350801774415515	-0.003252018629503528
2457931.9278740003	1.0	2457931.9278740003	0.9987963391675486	0.001349435921748194	-0.0012036608324513807
2457931.928251	1.0	2457931.928251	0.9975079783690556	0.0013502952014098455	-0.0024920216309445298
2457931.928631	1.0	2457931.928631	1.0000250274425484	0.0013554511626142336	2.5027442548397613e-05
2457931.929009	1.0	2457931.929009	0.996290071136264	0.0013487942597319885	-0.0037099288637361116
2457931.929386	1.0	2457931.929386	1.0008124641491185	0.0013556061111806722	0.000812464149118286
2457931.929763	1.0	2457931.929763	0.9995050382403652	0.001355268786085115	-0.0004949617596348155
2457931.9301400003	1.0	2457931.9301400003	1.0023273890575992	0.001356406540921274	0.002327389057598994
2457931.930517	1.0	2457931.930517	1.0019123296840902	0.0013525843851253131	0.001912329684090164
2457931.931271	1.0	2457931.931271	0.9994353700655756	0.0013460255399883585	-0.0005646299344242989
2457931.931651	1.0	2457931.931651	1.000493392390032	0.0013428283888957649	0.0004933923900318772
2457931.933534	1.0	2457931.933534	1.0005920353400921	0.0013339768498036426	0.0005920353400918899
2457931.933911	1.0	2457931.933911	1.0036915334651073	0.0013351543675977039	0.003691533465107311
2457931.934665	1.0	2457931.934665	1.002219490002606	0.0013353009249277245	0.002219490002606017
2457931.935418	1.0	2457931.935418	0.996881612980424	0.0013298943402521913	-0.003118387019576119
2457931.935796	1.0	2457931.935796	0.9991960664960022	0.0013297199100687231	-0.0008039335039977669
2457931.936173	1.0	2457931.936173	0.9989775884447551	0.0013324226001783285	-0.001022411555244851
2457931.936551	1.0	2457931.936551	0.9996562132698532	0.0013336937806181033	-0.0003437867301469
2457931.936928	1.0	2457931.936928	1.0039159142712748	0.0013359674173314448	0.003915914271274801
2457931.937682	1.0	2457931.937682	0.9995905152286758	0.0013337117617592234	-0.00040948477132418665
2457931.938435	1.0	2457931.938435	1.0008461673841849	0.0013344699611480553	0.0008461673841848594
2457931.938812	1.0	2457931.938812	1.0011757372538392	0.0013350107018793116	0.0011757372538392374
2457931.939189	1.0	2457931.939189	1.0005355688028388	0.0013356277947050455	0.0005355688028387816
2457931.939566	1.0	2457931.939566	1.0029054727798814	0.001338672289266486	0.0029054727798814017
2457931.939942	1.0	2457931.939942	1.0037875522627246	0.0013377985931222437	0.0037875522627246467
2457931.940696	1.0	2457931.940696	1.001801687218157	0.0013409029801778527	0.0018016872181569887
2457931.941073	1.0	2457931.941073	1.0013670557936554	0.0013457955120323984	0.0013670557936553696
2457931.941826	1.0	2457931.941826	1.0028001480313269	0.0013516883750580415	0.002800148031326888
2457931.942203	1.0	2457931.942203	0.9961752357996028	0.0013460265071950925	-0.0038247642003972353
2457931.9425830003	1.0	2457931.9425830003	1.0009670557109578	0.0013643831738430756	0.0009670557109577873
2457931.94296	1.0	2457931.94296	1.0009223808245993	0.0013625200738296625	0.0009223808245992783
2457931.943337	1.0	2457931.943337	1.0006460133932562	0.0013446780696165772	0.0006460133932562062
2457931.943714	1.0	2457931.943714	0.996693510080724	0.001346872652346194	-0.003306489919275957
2457931.944091	1.0	2457931.944091	0.9990190388389396	0.0013528023750685415	-0.0009809611610603897
2457931.944844	1.0	2457931.944844	0.9963202211127876	0.0013443205995597024	-0.003679778887212271
2457931.945221	1.0	2457931.945221	1.0000631268221298	0.0013462179541238524	6.312682213005516e-05
2457931.945599	1.0	2457931.945599	0.9984675528751714	0.0013486198994165455	-0.0015324471248285845
2457931.945976	1.0	2457931.945976	0.9973085728086432	0.0013470193568758866	-0.0026914271913568433
2457931.946352	1.0	2457931.946352	1.0018717029428146	0.0013559310249976724	0.0018717029428145797
2457931.94673	1.0	2457931.94673	1.0026255684953826	0.0013596582773336638	0.0026255684953826464
2457931.947106	1.0	2457931.947106	1.000280775976437	0.0013596700470829446	0.0002807759764369422
2457931.94786	1.0	2457931.94786	0.9997416856916094	0.001368856372366535	-0.0002583143083906281
2457931.9482360003	1.0	2457931.9482360003	1.0033052723240043	0.001389236545147188	0.0033052723240043487
2457931.948613	1.0	2457931.948613	0.9950879272228684	0.001384802079496039	-0.004912072777131682
2457931.94899	1.0	2457931.94899	0.9981732596512872	0.0013929545297828338	-0.0018267403487126632
2457931.949743	1.0	2457931.949743	1.000979586986789	0.001407279215149598	0.0009795869867890161
2457931.95012	1.0	2457931.95012	0.9981869251879424	0.001409500668090227	-0.0018130748120576132
2457931.950497	1.0	2457931.950497	0.9991389351557344	0.0014188704822124274	-0.0008610648442657354
2457931.9516310003	1.0	2457931.9516310003	1.0018776102023907	0.00146372114542713	0.0018776102023907448
