,x,y,time,index
1,-0.09882506054799478,0.9993751580767496,2456993.714467264,65
2,-0.09825735643391909,1.000161481988931,2457018.5798485316,171
3,-0.097887208553459,1.000153007607581,2457043.4450322436,278
4,-0.09676728838451254,1.000429201238364,2457000.497837826,94
5,-0.09629945279135654,0.9996356558511569,2457025.3631192255,200
6,-0.09555132509979103,0.9998843583834277,2456982.415553015,19
7,-0.09474828263961399,1.0004470166076664,2457007.2811696217,122
8,-0.09434666835977623,0.9997347652077855,2457032.1463848003,228
9,-0.09341178444407205,1.0001012221322032,2456989.1990053463,48
10,-0.09275988946774305,1.0001399715061312,2457014.064470805,151
11,-0.09238920962746988,0.9996457435929759,2457038.929655049,258
12,-0.09132368445943939,0.9999299388015401,2456995.982406236,75
13,-0.09079302952881108,0.999761589013505,2457020.8477504556,181
14,-0.09041706612094913,0.9999275189509006,2457045.712939983,288
15,-0.09019863107096171,1.0001823403835177,2456977.900030516,0
16,-0.08927967049879726,1.0003813921946338,2457002.7657630406,103
17,-0.08883794126711564,1.0000472496514177,2457027.631018334,210
18,-0.08802122062746776,0.9998131801294695,2456984.6835207166,29
19,-0.08727197392033759,0.9998986296433842,2457009.549083527,132
20,-0.08688464417883779,0.9994857799829459,2457034.414284421,238
21,-0.08589972097058762,0.9999935902701992,2456991.4669550066,55
22,-0.08529181759814719,1.0003732276317028,2457016.332376474,161
24,-0.08382726534256335,1.0004915140562212,2456998.250340252,85
25,-0.08332994360375778,1.0002575177558044,2457023.115651138,191
26,-0.08265546199828577,0.9998187120192427,2456980.1680112816,10
27,-0.08179621806243631,0.9998570577670717,2457005.03368409,113
28,-0.08137666467627014,1.0002299038306557,2457029.898917207,220
29,-0.08049755135402847,1.0001448870933793,2456986.9514819826,39
30,-0.07979875997870067,0.999946586808631,2457011.816994338,142
31,-0.07942173324056512,0.9995794844586172,2457036.682184929,249
32,-0.07839305741453018,0.9995492376540761,2456993.7348992666,66
33,-0.07782580418427187,1.000189048817573,2457018.600280084,172
34,-0.07745552382317555,1.0006026366726928,2457043.4654639284,279
35,-0.07633551517130854,0.9994762703788156,2457000.5182695994,95
36,-0.0758679316173243,0.9995469181567992,2457025.383550747,201
37,-0.07511905887497505,0.9995823431604056,2456982.4359852816,20
38,-0.07431651467237543,1.000022159545914,2457007.30160139,123
39,-0.07391514850269232,1.0000803226868504,2457032.1668163203,229
40,-0.07297978306411324,0.9998886615191583,2456989.2194373477,49
41,-0.0723283001980235,1.0001626851301024,2457014.0849023946,152
42,-0.07195776081283611,1.0007258881683934,2457038.950086498,259
43,-0.07089182743447964,1.0003157854791342,2456996.0028380933,76
44,-0.07036139100813443,1.0000706492188025,2457020.868182094,182
45,-0.06998555839288656,0.9999313417837381,2457045.7333714906,289
46,-0.06976634516468039,0.9997677163508406,2456977.920462802,1
47,-0.06884783523622673,1.0000091721840922,2457002.786194876,104
48,-0.06840642388385731,0.9999952662935232,2457027.651449851,211
49,-0.06758921167323706,0.9999786855580026,2456984.7039527255,30
50,-0.06684023528248417,0.9994438652652908,2457009.569515266,133
51,-0.06645321797060433,1.0002951715611368,2457034.4347158475,239
52,-0.06546766987401043,0.9993011082437363,2456991.4873870574,56
53,-0.06486034857817913,0.9994506175814096,2457016.352807943,162
54,-0.06449185309679706,1.0000733915974371,2457041.2179900026,269
55,-0.063395451849658,1.0002548619150193,2456998.270772066,86
56,-0.06289841533566687,1.0006054634475259,2457023.1360826665,192
57,-0.06222333709439454,1.0002519996526358,2456980.1884434065,11
58,-0.06136451795805442,0.9999491439393965,2457005.05411579,114
59,-0.06094504775791165,1.0006590261491182,2457029.9193488243,221
60,-0.06006549734706823,1.0000649773079304,2456986.9719140367,40
61,-0.0593671476587474,0.9997181454715797,2457011.8374259504,143
62,-0.05899029735530803,1.0001485920695938,2457036.7026163647,250
63,-0.057961255213911045,1.0001827365096,2456993.7553310688,67
64,-0.057394151926587256,1.0003414415396348,2457018.6207117364,173
65,-0.0570240388543084,1.0002014652055393,2457043.4858954134,280
66,-0.0559036421974497,0.9998336805902233,2457000.5387014723,96
67,-0.05543641055970738,1.0003905177182255,2457025.4039822677,202
68,-0.054686993110067306,0.999654288176102,2456982.4564173473,21
69,-0.05388484693145301,0.9998258506384065,2457007.3220330575,124
70,-0.05348362858012479,1.0002843180482153,2457032.18724784,230
71,-0.052547682141778296,1.0000833782325054,2456989.2398694484,50
72,-0.05189671115385863,0.999338286682629,2457014.1053339834,153
73,-0.05152611188754008,0.9999167669135601,2457038.970518147,260
74,-0.05045997086790521,1.000340492819261,2456996.02326995,77
75,-0.04992995249625665,0.9999667564368413,2457020.8886135323,183
76,-0.049553850437746405,0.9999136235982957,2457045.7538031987,290
77,-0.0493341597248218,1.0002256634267281,2456977.9408949874,2
78,-0.04841610020724829,1.000302625659985,2457002.806626611,105
79,-0.047974806550769244,1.0000295116501057,2457027.6718814685,212
80,-0.047157102718244914,0.9997772096575526,2456984.7243848345,31
81,-0.046408597111053496,0.9998611212105104,2457009.589946904,134
82,-0.046021591739020096,1.000394659524444,2457034.4551474736,240
83,-0.0450358197102787,1.0003360604641705,2456991.5078189075,57
84,-0.044428679563964124,1.0003120406419077,2457016.3732396117,163
85,-0.04406038772208376,1.0002311448272005,2457041.238421468,270
86,-0.042963538596097806,1.0004207565012098,2456998.291203979,87
87,-0.04246698729389209,1.0001442900481068,2457023.156514094,193
88,-0.0417911126626791,1.0000638402936823,2456980.208875631,12
89,-0.04093271832584833,1.000092268346333,2457005.0745475893,115
90,-0.04051353083303866,1.0002068694048807,2457029.939780341,222
91,-0.03963334381228378,1.0000763318547674,2456986.99234619,41
92,-0.03893543556358736,1.0001885856745851,2457011.8578576623,144
93,-0.038558761381978,0.9997688492254413,2457036.7230479005,251
94,-0.03752935301980642,0.999889014259215,2456993.775762971,68
95,-0.03696269990325618,0.9998134427773943,2457018.6411431883,174
96,-0.036592453775540434,0.999943132838268,2457043.5063269986,281
97,-0.03547196968349908,1.0003497827010914,2457000.5591331446,97
98,-0.03500488950936642,1.000203097813846,2457025.424413789,203
99,-0.03425472780929795,1.0003830910010825,2456982.476849613,22
100,-0.033453279424122684,1.0004014868320357,2457007.342464625,125
101,-0.033052208629214874,1.000228086397139,2457032.20767926,231
102,-0.032115781220966255,1.0003489482850525,2456989.2603013497,51
103,-0.03146512234980037,1.0003788231839936,2457014.1257655723,154
104,-0.03109456281748635,0.9996382689785328,2457038.990949696,261
105,-0.030028014766230626,0.99971747223741,2456996.043701906,78
106,-0.029498414092756775,0.999891039454413,2457020.909045071,184
107,-0.0291222422432611,0.9994527127441271,2457045.7742348067,291
108,-0.02890177522203885,1.0003432196205269,2456977.9613273717,3
109,-0.02798446564469259,0.9995059475318625,2457002.8270582454,106
110,-0.027543389219204073,0.9997610027560154,2457027.692312886,213
111,-0.026724894701089852,0.9996582280351409,2456984.7448170427,32
112,-0.025977058947660225,0.999068504822784,2457009.6103784423,135
113,-0.025590065413609864,0.9997413137132465,2457034.475579,241
114,-0.024603869553061486,0.999311078555136,2456991.5282508577,58
115,-0.023997110776065256,0.9992384393748799,2457016.3936711806,164
116,-0.023628722222156284,0.999045721156863,2457041.2588531333,271
117,-0.022531825569615194,0.9989521776415412,2456998.311635692,88
118,-0.02203535925787037,0.9985323122829433,2457023.1769457227,194
119,-0.021358788688587538,0.9985122084151519,2456980.229307955,13
120,-0.02050111892071982,0.9975405167657941,2457005.094979189,116
122,-0.019201390737407564,0.9976811763979162,2456987.0127781434,42
123,-0.018503923702780867,0.9972400826061264,2457011.8782891743,145
124,-0.018127125313299075,0.9971574552742789,2457036.743479537,252
125,-0.01709745128408713,0.997051296558923,2456993.796194873,69
126,-0.016531148002854934,0.9974601981029025,2457018.6615747404,175
127,-0.016160868456665867,0.9968662099893747,2457043.5267585837,282
128,-0.014573368451749502,0.9957677628715526,2457025.44484531,204
129,-0.013822562982227282,0.9956492388113304,2456982.4972817777,23
130,-0.013021512388206702,0.9959453610768256,2457007.362896392,126
