,phase_fold_scaled_flux_k2,phase_fold_time_k2,scaled_error_k2,xmodel_k2,ymodel_k2,yresidual_k2
137,0.9999818499008407,-0.08241490076562741,4.597954362696999e-05,-0.08241490076562741,1.0,-1.8150099159286448e-05
409,1.0000000106537827,-0.08208239551242968,4.597954362696999e-05,-0.08208239551242968,1.0,1.0653782744896034e-08
668,0.9999963066143468,-0.0817991809032037,4.597954362696999e-05,-0.0817991809032037,1.0,-3.693385653202874e-06
157,1.00001438060152,-0.0815133772055674,4.597954362696999e-05,-0.0815133772055674,1.0,1.4380601520036507e-05
429,1.000014220048149,-0.0811910286336115,4.597954362696999e-05,-0.0811910286336115,1.0,1.4220048148994024e-05
687,1.00002739732859,-0.08090386596580856,4.597954362696999e-05,-0.08090386596580856,1.0,2.7397328590028636e-05
177,1.0000226045128806,-0.08061305570026889,4.597954362696999e-05,-0.08061305570026889,1.0,2.2604512880608496e-05
449,1.0000429648340698,-0.08029984369045451,4.597954362696999e-05,-0.08029984369045451,1.0,4.296483406984741e-05
707,0.9999703859311495,-0.08000763217000895,4.597954362696999e-05,-0.08000763217000895,1.0,-2.9614068850492004e-05
197,0.9999408152470788,-0.07971398604558999,4.597954362696999e-05,-0.07971398604558999,1.0,-5.918475292121528e-05
468,1.0000161230348354,-0.0794087666846508,4.597954362696999e-05,-0.0794087666846508,1.0,1.612303483544686e-05
727,0.9999907205827168,-0.0791105932952405,4.597954362696999e-05,-0.0791105932952405,1.0,-9.279417283236668e-06
217,1.0000431334231263,-0.07881561714907548,4.597954362696999e-05,-0.07881561714907548,1.0,4.3133423126340276e-05
488,1.0000459151874617,-0.07851772556517744,4.597954362696999e-05,-0.07851772556517744,1.0,4.5915187461664786e-05
746,0.9999842776984207,-0.07821270010197168,4.597954362696999e-05,-0.07821270010197168,1.0,-1.572230157931287e-05
235,0.999984231606836,-0.07791853376403424,4.597954362696999e-05,-0.07791853376403424,1.0,-1.5768393163972938e-05
505,0.9999926366055036,-0.07762664689022358,4.597954362696999e-05,-0.07762664689022358,1.0,-7.363394496362474e-06
766,0.9999831916354153,-0.07731367829580904,4.597954362696999e-05,-0.07731367829580904,1.0,-1.6808364584730562e-05
255,0.9999858923893847,-0.07702224460865637,4.597954362696999e-05,-0.07702224460865637,1.0,-1.4107610615265997e-05
523,0.9999966318828734,-0.07673540018907943,4.597954362696999e-05,-0.07673540018907943,1.0,-3.368117126645309e-06
3,0.9999806156538901,-0.0765586624455068,4.597954362696999e-05,-0.0765586624455068,1.0,-1.9384346109929673e-05
786,1.0000194192377903,-0.076413659738364,4.597954362696999e-05,-0.076413659738364,1.0,1.9419237790252453e-05
275,0.9999605710446161,-0.07612685706391176,4.597954362696999e-05,-0.07612685706391176,1.0,-3.942895538389113e-05
542,0.9999634533795749,-0.07584397322148106,4.597954362696999e-05,-0.07584397322148106,1.0,-3.654662042507084e-05
23,0.9999824406816096,-0.07564684171876479,4.597954362696999e-05,-0.07564684171876479,1.0,-1.755931839042546e-05
805,0.9999928788836226,-0.07551252230467753,4.597954362696999e-05,-0.07551252230467753,1.0,-7.121116377351022e-06
295,1.0000075242599542,-0.07523223704271231,4.597954362696999e-05,-0.07523223704271231,1.0,7.524259954205803e-06
561,0.9999731871639508,-0.07495235458162597,4.597954362696999e-05,-0.07495235458162597,1.0,-2.6812836049217026e-05
43,0.9999694994799526,-0.07473664728502172,4.597954362696999e-05,-0.07473664728502172,1.0,-3.0500520047382906e-05
824,0.9999908345558645,-0.07461020451495415,4.597954362696999e-05,-0.07461020451495415,1.0,-9.165444135539325e-06
314,0.9999919489386746,-0.07433831138126834,4.597954362696999e-05,-0.07433831138126834,1.0,-8.051061325398123e-06
579,0.9999983984648315,-0.07406035426640756,4.597954362696999e-05,-0.07406035426640756,1.0,-1.601535168482826e-06
62,0.9999813260118379,-0.07382819181088962,4.597954362696999e-05,-0.07382819181088962,1.0,-1.8673988162132282e-05
843,0.9999982019390302,-0.0737066457240303,4.597954362696999e-05,-0.0737066457240303,1.0,-1.7980609697820782e-06
333,1.0000034868770145,-0.07344500635952045,4.597954362696999e-05,-0.07344500635952045,1.0,3.486877014458045e-06
81,1.0000254811784384,-0.07292116845383134,4.597954362696999e-05,-0.07292116845383134,1.0,2.5481178438369056e-05
352,1.0000234311579133,-0.07255224881384947,4.597954362696999e-05,-0.07255224881384947,1.0,2.343115791325623e-05
614,1.0000036908073768,-0.07227510790556835,4.597954362696999e-05,-0.07227510790556835,1.0,3.6908073768326943e-06
99,0.9999923406052698,-0.07201568793311708,4.597954362696999e-05,-0.07201568793311708,1.0,-7.659394730241686e-06
370,0.99997641972796,-0.07165990521338017,4.597954362696999e-05,-0.07165990521338017,1.0,-2.3580272039969152e-05
629,0.9999635878616003,-0.0713817831324377,4.597954362696999e-05,-0.0713817831324377,1.0,-3.641213839966628e-05
118,1.0000012935121394,-0.07111150182595338,4.597954362696999e-05,-0.07111150182595338,1.0,1.2935121393997662e-06
390,0.9999826820202246,-0.0707680214593438,4.597954362696999e-05,-0.0707680214593438,1.0,-1.7317979775444137e-05
649,0.9999830267403105,-0.07048779877311517,4.597954362696999e-05,-0.07048779877311517,1.0,-1.6973259689523346e-05
138,1.0000078326925521,-0.07020883908182896,4.597954362696999e-05,-0.07020883908182896,1.0,7.832692552112164e-06
410,0.9999685866992394,-0.06987634467799353,4.597954362696999e-05,-0.06987634467799353,1.0,-3.141330076061877e-05
669,0.9999967623543817,-0.06959314815111384,4.597954362696999e-05,-0.06959314815111384,1.0,-3.237645618270335e-06
158,0.9999950058618534,-0.06930733026581493,4.597954362696999e-05,-0.06930733026581493,1.0,-4.994138146585669e-06
430,0.9999657192531668,-0.06898504094812097,4.597954362696999e-05,-0.06898504094812097,1.0,-3.4280746833204034e-05
688,0.9999968767232218,-0.06869776394461269,4.597954362696999e-05,-0.06869776394461269,1.0,-3.1232767782052306e-06
178,0.9999915678646148,-0.06840696369391708,4.597954362696999e-05,-0.06840696369391708,1.0,-8.432135385150197e-06
450,0.9999818723883885,-0.06809385739592244,4.597954362696999e-05,-0.06809385739592244,1.0,-1.812761161146259e-05
708,1.000007785025333,-0.06780163947712481,4.597954362696999e-05,-0.06780163947712481,1.0,7.785025333051365e-06
198,1.0000325556947438,-0.06750784758168038,4.597954362696999e-05,-0.06750784758168038,1.0,3.2555694743807706e-05
469,0.9999368907944794,-0.06720278150282866,4.597954362696999e-05,-0.06720278150282866,1.0,-6.310920552055066e-05
728,0.9999883458534197,-0.06690452966415705,4.597954362696999e-05,-0.06690452966415705,1.0,-1.1654146580331037e-05
218,0.9999526863388357,-0.06660961026852874,4.597954362696999e-05,-0.06660961026852874,1.0,-4.731366116428326e-05
489,0.9999889019680791,-0.06631173982702876,4.597954362696999e-05,-0.06631173982702876,1.0,-1.1098031920897533e-05
747,1.0000188900117577,-0.06600656497624868,4.597954362696999e-05,-0.06600656497624868,1.0,1.8890011757699554e-05
236,0.9999958073708662,-0.06571247875683639,4.597954362696999e-05,-0.06571247875683639,1.0,-4.192629133759063e-06
506,1.0000154155882823,-0.06542060078504619,4.597954362696999e-05,-0.06542060078504619,1.0,1.541558828233036e-05
767,1.0000144186221331,-0.06510759046221892,4.597954362696999e-05,-0.06510759046221892,1.0,1.4418622133138825e-05
256,1.000007989689296,-0.06481626053965783,4.597954362696999e-05,-0.06481626053965783,1.0,7.989689295939684e-06
524,1.0000184489737303,-0.06452941194720552,4.597954362696999e-05,-0.06452941194720552,1.0,1.8448973730267326e-05
4,1.000010337773145,-0.06435247168201386,4.597954362696999e-05,-0.06435247168201386,1.0,1.0337773145074891e-05
787,1.0000147021280479,-0.0642075588299349,4.597954362696999e-05,-0.0642075588299349,1.0,1.4702128047883178e-05
276,0.9999979712141193,-0.06392082292086343,4.597954362696999e-05,-0.06392082292086343,1.0,-2.0287858807366277e-06
543,1.000022602204197,-0.06363804228652725,4.597954362696999e-05,-0.06363804228652725,1.0,2.260220419691983e-05
24,0.9999910418938026,-0.06344061200883289,4.597954362696999e-05,-0.06344061200883289,1.0,-8.958106197387572e-06
806,0.9999671774610457,-0.06330634795432388,4.597954362696999e-05,-0.06330634795432388,1.0,-3.282253895431353e-05
296,0.9999919510488912,-0.06302621152349275,4.597954362696999e-05,-0.06302621152349275,1.0,-8.048951108841074e-06
562,1.000014454893487,-0.06274636049778337,4.597954362696999e-05,-0.06274636049778337,1.0,1.4454893487059195e-05
44,1.000039339655134,-0.06253049741530958,4.597954362696999e-05,-0.06253049741530958,1.0,3.933965513391868e-05
825,0.999955035223008,-0.062404134485518625,4.597954362696999e-05,-0.062404134485518625,1.0,-4.496477699200696e-05
315,1.0000117663432757,-0.06213235374019632,4.597954362696999e-05,-0.06213235374019632,1.0,1.17663432757098e-05
580,0.9999959131611706,-0.06185435545336304,4.597954362696999e-05,-0.06185435545336304,1.0,-4.086838829353567e-06
63,1.000020167282496,-0.061621941514943046,4.597954362696999e-05,-0.061621941514943046,1.0,2.0167282495986427e-05
844,1.0000200404782835,-0.06150050086171177,4.597954362696999e-05,-0.06150050086171177,1.0,2.0040478283522845e-05
334,0.9999593648263152,-0.06123899614073025,4.597954362696999e-05,-0.06123899614073025,1.0,-4.063517368479985e-05
82,1.0000035078790017,-0.06071499688539461,4.597954362696999e-05,-0.06071499688539461,1.0,3.5078790017184502e-06
353,1.000003663795517,-0.06034618518270918,4.597954362696999e-05,-0.06034618518270918,1.0,3.663795516972712e-06
615,1.0000552728224004,-0.060069157497423475,4.597954362696999e-05,-0.060069157497423475,1.0,5.527282240036513e-05
100,1.000000575237429,-0.05980947407994108,4.597954362696999e-05,-0.05980947407994108,1.0,5.752374290235451e-07
371,1.0000196114075486,-0.059453906400335654,4.597954362696999e-05,-0.059453906400335654,1.0,1.9611407548580928e-05
630,1.0000208970218012,-0.05917576595891205,4.597954362696999e-05,-0.05917576595891205,1.0,2.0897021801191684e-05
